Name,Position,Age,Birthdate.,Height,Weight,Height..ft.in.,Weight.st.lb,Contract,Length,Team
Bongi MBONAMBI,Hooker,34,07/01/1991,1.75,118,5 ft 9 in,18 st 8.15 lb; 260.15 lb,PRO,2026,sharks
Bryce CALVERT,Hooker,NA,-,1.8,107,5 ft 11 in,16 st 11.89 lb; 235.89 lb,PRO,,sharks
Ethan BESTER,Hooker,20,31/10/2004,1.87,112,6 ft 2 in,17 st 8.92 lb; 246.92 lb,PRO,2028,sharks
Fez MBATHA,Hooker,25,02/08/1999,1.8,112,5 ft 11 in,17 st 8.92 lb; 246.92 lb,PRO,2026,sharks
Coetzee LE ROUX,Lock,22,22/01/2003,1.93,112,6 ft 4 in,17 st 8.92 lb; 246.92 lb,PRO,2026,sharks
Corné RAHL,Lock,23,27/05/2002,2.03,122,6 ft 8 in,19 st 2.96 lb; 268.96 lb,PRO,2025,sharks
Deon SLABBERT,Lock,25,04/05/2000,2,117,6 ft 7 in,18 st 5.94 lb; 257.94 lb,PRO,,sharks
Eben ETZEBETH,Lock,33,29/10/1991,2.03,126,6 ft 8 in,19 st 11.78 lb; 277.78 lb,PRO,2027,sharks
Emile VAN HEERDEN,Lock,24,08/08/2000,2,110,6 ft 7 in,17 st 4.51 lb; 242.51 lb,PRO,2027,sharks
Gerbrandt GROBLER,Lock,33,06/02/1992,2,120,6 ft 7 in,18 st 12.55 lb; 264.55 lb,PRO,2025,sharks
Jason JENKINS,Lock,29,02/12/1995,2.03,127,6 ft 8 in,19 st 13.99 lb; 279.99 lb,PRO,,sharks
Reniel HUGO,Lock,34,19/07/1990,1.97,112,6 ft 6 in,17 st 8.92 lb; 246.92 lb,PRO,2025,sharks
Thomas DYER,Lock,20,16/11/2004,1.96,115,6 ft 5 in,18 st 1.53 lb; 253.53 lb,PRO,,sharks
Batho HLEKANI,Back row,20,05/04/2005,1.93,115,6 ft 4 in,18 st 1.53 lb; 253.53 lb,ACADEMY,,sharks
Dylan RICHARDSON,Back row,26,15/01/1999,1.85,110,6 ft 1 in,17 st 4.51 lb; 242.51 lb,PRO,2025,sharks
James VENTER,Back row,28,21/08/1996,1.82,97,6 ft,15 st; 213.85 lb,PRO,2025,sharks
Jannes POTGIETER,Back row,22,05/05/2003,1.93,112,6 ft 4 in,17 st 8.92 lb; 246.92 lb,PRO,2027,sharks
Manu TSHITUKA,Back row,25,16/06/2000,1.93,110,6 ft 4 in,17 st 4.51 lb; 242.51 lb,PRO,,sharks
Mèno BARNARD,Back row,NA,-,1.93,104,6 ft 4 in,16 st 5.28 lb; 229.28 lb,PRO,,sharks
Nick HATTON,Back row,22,17/01/2003,1.91,103,6 ft 3 in,16 st 3.08 lb; 227.08 lb,PRO,2027,sharks
Phepsi BUTHELEZI,Back row,26,30/05/1999,1.8800000000000001,108,6 ft 2 in,17 st 0.10 lb; 238.10 lb,PRO,2026,sharks
Siya KOLISI,Back row,34,16/06/1991,1.8900000000000001,104,6 ft 2 in,16 st 5.28 lb; 229.28 lb,PRO,2027,sharks
Tino MAVESERE,Back row,26,17/10/1998,1.8900000000000001,105,6 ft 2 in,16 st 7.49 lb; 231.49 lb,PRO,2028,sharks
Vincent TSHITUKA,Back row,26,10/09/1998,1.94,110,6 ft 4 in,17 st 4.51 lb; 242.51 lb,PRO,2027,sharks
Bradley DAVIDS,Scrum-half,22,30/07/2002,1.76,79,5 ft 9 in,12 st 6.17 lb; 174.16 lb,PRO,2027,sharks
Grant WILLIAMS,Scrum-half,28,22/07/1996,1.74,80,5 ft 9 in,12 st 8.37 lb; 176.37 lb,PRO,2027,sharks
Jaden HENDRIKSE,Scrum-half,25,23/03/2000,1.84,92,6 ft,14 st; 202.83 lb,PRO,2025,sharks
Tiaan FOURIE,Scrum-half,23,22/04/2002,1.73,78,5 ft 8 in,12 st 3.96 lb; 171.96 lb,PRO,,sharks
Tian MEYER,Scrum-half,36,20/09/1988,1.77,84,5 ft 10 in,13 st 3.19 lb; 185.19 lb,PRO,,sharks
Jean SMITH,Fly-half,22,01/04/2003,1.81,89,5 ft 11 in,14 st 0.21 lb; 196.21 lb,PRO,,sharks
Jordan HENDRIKSE,Fly-half,24,28/06/2001,1.8800000000000001,93,6 ft 2 in,14 st 9.03 lb; 205.03 lb,PRO,,sharks
Lionel CRONJÉ,Fly-half,36,25/05/1989,1.84,92,6 ft,14 st; 202.83 lb,PRO,,sharks
Siya MASUKU,Fly-half,28,01/08/1996,1.8900000000000001,95,6 ft 2 in,14 st 13.44 lb; 209.44 lb,PRO,2028,sharks
André ESTERHUIZEN,Centre,31,30/03/1994,1.93,115,6 ft 4 in,18 st 1.53 lb; 253.53 lb,PRO,,sharks
Diego APPOLLIS,Centre,24,27/08/2000,1.78,94,5 ft 10 in,14 st 11.23 lb; 207.23 lb,PRO,,sharks
Ethan HOOKER,Centre,22,20/01/2003,1.93,100,6 ft 4 in,15 st 10.46 lb; 220.46 lb,PRO,2027,sharks
Francois VENTER,Centre,34,19/04/1991,1.85,95,6 ft 1 in,14 st 13.44 lb; 209.44 lb,PRO,,sharks
Jurenzo JULIUS,Centre,21,11/05/2004,1.78,96,5 ft 10 in,15 st 1.64 lb; 211.64 lb,PRO,,sharks
Litelihle BESTER,Centre,21,01/04/2004,1.87,92,6 ft 2 in,14 st 6.83 lb; 202.83 lb,PRO,,sharks
Lukhanyo AM,Centre,31,28/11/1993,1.8800000000000001,101,6 ft 2 in,15 st 12.67 lb; 222.67 lb,PRO,,sharks
Eduan KEYTER,Winger,29,13/06/1996,1.84,101,6 ft,15 st; 222.67 lb,PRO,2025,sharks
Gurshwin WEHR,Winger,26,08/09/1998,1.85,85,6 ft 1 in,13 st 5.39 lb; 187.39 lb,PRO,,sharks
Makazole MAPIMPI,Winger,34,26/07/1990,1.84,92,6 ft,14 st; 202.83 lb,PRO,2027,sharks
Marnus POTGIETER,Winger,26,20/06/1999,1.8800000000000001,106,6 ft 2 in,16 st 9.69 lb; 233.69 lb,PRO,2025,sharks
Yaw PENXE,Winger,28,03/04/1997,1.83,93,6 ft,14 st; 205.03 lb,PRO,,sharks
Aphelele FASSI,Fullback,27,23/01/1998,1.9,94,6 ft 3 in,14 st 11.23 lb; 207.23 lb,PRO,,sharks
Hakeem KUNENE,Fullback,22,03/02/2003,1.83,90,6 ft,14 st; 198.42 lb,PRO,2026,sharks
Henry IMMELMAN,Fullback,30,26/05/1995,1.9,103,6 ft 3 in,16 st 3.08 lb; 227.08 lb,PRO,2025,sharks
Jaco WILLIAMS,Fullback,19,25/08/2005,1.75,73,5 ft 9 in,11 st 6.94 lb; 160.94 lb,PRO,,sharks
Alec HEPBURN,Prop,32,30/03/1993,1.86,114,6 ft 1 in,17 st 13.33 lb; 251.33 lb,PRO,,scarlets
Archer HOLZ,Prop,25,01/03/2000,1.8900000000000001,128,6 ft 2 in,20 st 2.19 lb; 282.19 lb,PRO,,scarlets
Gabe HAWLEY,Prop,NA,-,1.9,130,6 ft 3 in,20 st 6.60 lb; 286.60 lb,ACADEMY,,scarlets
Harri O'CONNOR,Prop,24,25/10/2000,1.82,118,6 ft,18 st; 260.15 lb,PRO,,scarlets
Henry THOMAS,Prop,33,30/10/1991,1.8800000000000001,120,6 ft 2 in,18 st 12.55 lb; 264.55 lb,PRO,,scarlets
Kemsley MATHIAS,Prop,25,29/07/1999,1.85,121,6 ft 1 in,19 st 0.76 lb; 266.76 lb,PRO,2027,scarlets
Sam WAINWRIGHT,Prop,27,07/05/1998,1.82,119,6 ft,18 st; 262.35 lb,PRO,2025,scarlets
Marnus VAN DER MERWE,Hooker,28,17/02/1997,1.86,115,6 ft 1 in,18 st 1.53 lb; 253.53 lb,PRO,,scarlets
Ryan ELIAS,Hooker,30,07/01/1995,1.8800000000000001,115,6 ft 2 in,18 st 1.53 lb; 253.53 lb,PRO,2025,scarlets
Shaun EVANS,Hooker,28,14/09/1996,1.83,103,6 ft,16 st; 227.08 lb,PRO,2025,scarlets
Alex CRAIG,Lock,28,26/04/1997,1.98,119,6 ft 6 in,18 st 10.35 lb; 262.35 lb,PRO,2025,scarlets
Jac PRICE,Lock,24,04/08/2000,1.98,115,6 ft 6 in,18 st 1.53 lb; 253.53 lb,PRO,,scarlets
Max DOUGLAS,Lock,25,01/01/2000,2.01,112,6 ft 7 in,17 st 8.92 lb; 246.92 lb,PRO,,scarlets
Morgan JONES,Lock,26,23/05/1999,2,112,6 ft 7 in,17 st 8.92 lb; 246.92 lb,PRO,2025,scarlets
Sam LOUSI,Lock,33,20/07/1991,1.98,121,6 ft 6 in,19 st 0.76 lb; 266.76 lb,PRO,,scarlets
Taine PLUMTREE,Lock,25,09/03/2000,1.95,108,6 ft 5 in,17 st 0.10 lb; 238.10 lb,PRO,,scarlets
Vaea FIFITA,Lock,33,17/06/1992,1.96,116,6 ft 5 in,18 st 3.74 lb; 255.74 lb,PRO,,scarlets
Ben WILLIAMS,Back row,23,23/04/2002,1.8800000000000001,108,6 ft 2 in,17 st 0.10 lb; 238.10 lb,PRO,,scarlets
Dan DAVIS,Back row,26,17/09/1998,1.82,101,6 ft,15 st; 222.67 lb,PRO,,scarlets
Jarrod TAYLOR,Back row,24,15/02/2001,1.8800000000000001,100,6 ft 2 in,15 st 10.46 lb; 220.46 lb,PRO,,scarlets
Josh MACLEOD,Back row,28,27/10/1996,1.8900000000000001,110,6 ft 2 in,17 st 4.51 lb; 242.51 lb,PRO,,scarlets
Archie HUGHES,Scrum-half,22,14/02/2003,1.73,77,5 ft 8 in,12 st 1.76 lb; 169.76 lb,PRO,,scarlets
Efan JONES,Scrum-half,27,11/12/1997,1.77,85,5 ft 10 in,13 st 5.39 lb; 187.39 lb,PRO,2025,scarlets
Gareth DAVIES,Scrum-half,34,18/08/1990,1.78,88,5 ft 10 in,13 st 12.01 lb; 194.01 lb,PRO,,scarlets
Ioan LLOYD,Fly-half,24,05/04/2001,1.79,86,5 ft 10 in,13 st 7.60 lb; 189.60 lb,PRO,2025,scarlets
Sam COSTELOW,Fly-half,24,10/01/2001,1.75,84,5 ft 9 in,13 st 3.19 lb; 185.19 lb,PRO,,scarlets
Eddie JAMES,Centre,22,10/08/2002,1.93,104,6 ft 4 in,16 st 5.28 lb; 229.28 lb,PRO,,scarlets
Ioan NICHOLAS,Centre,27,03/04/1998,1.82,92,6 ft,14 st; 202.83 lb,PRO,,scarlets
Joe ROBERTS,Centre,25,10/05/2000,1.82,96,6 ft,15 st; 211.64 lb,PRO,,scarlets
Johnny WILLIAMS,Centre,28,18/10/1996,1.91,105,6 ft 3 in,16 st 7.49 lb; 231.49 lb,PRO,2027,scarlets
Ellis MEE,Winger,21,06/10/2003,1.93,92,6 ft 4 in,14 st 6.83 lb; 202.83 lb,PRO,,scarlets
Steff EVANS,Winger,30,01/09/1994,1.82,95,6 ft,14 st; 209.44 lb,PRO,2025,scarlets
Tom ROGERS,Winger,26,17/12/1998,1.85,87,6 ft 1 in,13 st 9.80 lb; 191.80 lb,PRO,,scarlets
Blair MURRAY,Fullback,23,09/10/2001,1.73,83,5 ft 8 in,13 st 0.98 lb; 182.98 lb,PRO,,scarlets
Tomi LEWIS,Fullback,26,17/01/1999,1.85,87,6 ft 1 in,13 st 9.80 lb; 191.80 lb,PRO,2027,scarlets
Ali VERMAAK,Prop,39,28/04/1986,1.78,111,5 ft 10 in,17 st 6.71 lb; 244.71 lb,PRO,,stormers
Brok HARRIS,Prop,40,22/02/1985,1.86,121,6 ft 1 in,19 st 0.76 lb; 266.76 lb,PRO,2025,stormers
Corné WEILBACH,Prop,23,18/02/2002,1.85,124,6 ft 1 in,19 st 7.37 lb; 273.37 lb,PRO,,stormers
Frans MALHERBE,Prop,34,14/03/1991,1.9,141,6 ft 3 in,22 st 2.85 lb; 310.85 lb,PRO,2026,stormers
Leon LYONS,Prop,26,02/12/1998,1.87,123,6 ft 2 in,19 st 5.17 lb; 271.17 lb,PRO,,stormers
Neethling FOUCHÉ,Prop,32,10/01/1993,1.8900000000000001,120,6 ft 2 in,18 st 12.55 lb; 264.55 lb,PRO,2028,stormers
Sazi SANDI,Prop,26,11/07/1998,1.81,124,5 ft 11 in,19 st 7.37 lb; 273.37 lb,PRO,2027,stormers
Sti SITHOLE,Prop,32,31/03/1993,1.8,115,5 ft 11 in,18 st 1.53 lb; 253.53 lb,PRO,,stormers
Vernon MATONGO,Prop,23,28/02/2002,1.81,120,5 ft 11 in,18 st 12.55 lb; 264.55 lb,PRO,,stormers
André-Hugo VENTER,Hooker,23,10/09/2001,1.87,107,6 ft 2 in,16 st 11.89 lb; 235.89 lb,PRO,,stormers
JJ KOTZÉ,Hooker,24,06/11/2000,1.87,109,6 ft 2 in,17 st 2.30 lb; 240.30 lb,PRO,,stormers
Joseph DWEBA,Hooker,29,25/10/1995,1.8,111,5 ft 11 in,17 st 6.71 lb; 244.71 lb,PRO,2025,stormers
Lukhanyo VOKOZELA,Hooker,23,05/02/2002,1.75,108,5 ft 9 in,17 st 0.10 lb; 238.10 lb,PRO,,stormers
Siyabonga NTUBENI,Hooker,34,18/02/1991,1.74,109,5 ft 9 in,17 st 2.30 lb; 240.30 lb,PRO,2026,stormers
Ben-Jason DIXON,Lock,27,29/04/1998,1.98,110,6 ft 6 in,17 st 4.51 lb; 242.51 lb,PRO,2027,stormers
Connor EVANS,Lock,23,24/01/2002,1.98,113,6 ft 6 in,17 st 11.12 lb; 249.12 lb,PRO,,stormers
Gary PORTER,Lock,28,22/07/1996,2.01,115,6 ft 7 in,18 st 1.53 lb; 253.53 lb,PRO,,stormers
JD SCHICKERLING,Lock,30,09/05/1995,2.03,121,6 ft 8 in,19 st 0.76 lb; 266.76 lb,PRO,2027,stormers
Ruben VAN HEERDEN,Lock,27,27/10/1997,2,121,6 ft 7 in,19 st 0.76 lb; 266.76 lb,PRO,2027,stormers
Salmaan MOERAT,Lock,27,06/03/1998,2,122,6 ft 7 in,19 st 2.96 lb; 268.96 lb,PRO,2027,stormers
CJ VELLEMAN,Back row,30,24/02/1995,1.78,103,5 ft 10 in,16 st 3.08 lb; 227.08 lb,PRO,,stormers
Dave EWERS,Back row,34,03/11/1990,1.93,126,6 ft 4 in,19 st 11.78 lb; 277.78 lb,PRO,2025,stormers
Deon FOURIE,Back row,38,25/09/1986,1.76,98,5 ft 9 in,15 st 6.05 lb; 216.05 lb,PRO,2026,stormers
Evan ROOS,Back row,25,21/01/2000,1.92,108,6 ft 4 in,17 st 0.10 lb; 238.10 lb,PRO,2027,stormers
Keke MORABE,Back row,24,21/04/2001,1.8800000000000001,115,6 ft 2 in,18 st 1.53 lb; 253.53 lb,PRO,2028,stormers
Louw NEL,Back row,22,09/08/2002,1.9,107,6 ft 3 in,16 st 11.89 lb; 235.89 lb,PRO,,stormers
Marcel THEUNISSEN,Back row,26,09/06/1999,1.92,104,6 ft 4 in,16 st 5.28 lb; 229.28 lb,PRO,,stormers
Paul DE VILLIERS,Back row,22,13/01/2003,1.81,100,5 ft 11 in,15 st 10.46 lb; 220.46 lb,PRO,,stormers
Dewaldt DUVENAGE,Scrum-half,37,22/05/1988,1.75,82,5 ft 9 in,12 st 12.78 lb; 180.78 lb,PRO,,stormers
Herschel JANTJIES,Scrum-half,29,22/04/1996,1.6700000000000002,77,5 ft 6 in,12 st 1.76 lb; 169.76 lb,PRO,2025,stormers
Imad KHAN,Scrum-half,21,02/12/2003,1.79,80,5 ft 10 in,12 st 8.37 lb; 176.37 lb,PRO,,stormers
Paul DE WET,Scrum-half,29,16/03/1996,1.76,83,5 ft 9 in,13 st 0.98 lb; 182.98 lb,PRO,2025,stormers
Stefan UNGERER,Scrum-half,31,23/11/1993,1.83,93,6 ft,14 st; 205.03 lb,PRO,,stormers
Damian WILLEMSE,Fly-half,27,07/05/1998,1.84,96,6 ft,15 st; 211.64 lb,PRO,2027,stormers
Jean-Luc DU PLESSIS,Fly-half,31,07/05/1994,1.8,92,5 ft 11 in,14 st 6.83 lb; 202.83 lb,PRO,,stormers
Jurie MATTHEE,Fly-half,24,04/11/2000,1.91,89,6 ft 3 in,14 st 0.21 lb; 196.21 lb,PRO,2026,stormers
Manie LIBBOK,Fly-half,27,15/07/1997,1.84,80,6 ft,12 st; 176.37 lb,PRO,2025,stormers
Sacha MNGOMEZULU,Fly-half,23,22/02/2002,1.85,90,6 ft 1 in,14 st 2.42 lb; 198.42 lb,PRO,2027,stormers
Dan DU PLESSIS,Centre,31,15/02/1994,1.93,103,6 ft 4 in,16 st 3.08 lb; 227.08 lb,PRO,2026,stormers
Jonathan ROCHE,Centre,22,01/02/2003,1.8800000000000001,99,6 ft 2 in,15 st 8.26 lb; 218.26 lb,PRO,,stormers
Luke BURGER,Centre,22,12/08/2002,1.8800000000000001,90,6 ft 2 in,14 st 2.42 lb; 198.42 lb,PRO,,stormers
Ruhan NEL,Centre,34,17/05/1991,1.91,101,6 ft 3 in,15 st 12.67 lb; 222.67 lb,PRO,2026,stormers
Suleiman HARTZENBERG,Centre,22,20/05/2003,1.87,95,6 ft 2 in,14 st 13.44 lb; 209.44 lb,PRO,2027,stormers
Wandisile SIMELANE,Centre,27,21/03/1998,1.8,95,5 ft 11 in,14 st 13.44 lb; 209.44 lb,PRO,2026,stormers
Angelo DAVIDS,Winger,26,01/06/1999,1.78,94,5 ft 10 in,14 st 11.23 lb; 207.23 lb,PRO,2025,stormers
Ben LOADER,Winger,26,08/11/1998,1.8800000000000001,95,6 ft 2 in,14 st 13.44 lb; 209.44 lb,PRO,2025,stormers
Courtnall SKOSAN,Winger,33,24/07/1991,1.83,96,6 ft,15 st; 211.64 lb,PRO,,stormers
Leolin ZAS,Winger,29,20/10/1995,1.84,95,6 ft,14 st; 209.44 lb,PRO,2026,stormers
Seabelo SENATLA,Winger,32,10/02/1993,1.79,89,5 ft 10 in,14 st 0.21 lb; 196.21 lb,PRO,,stormers
Warrick GELANT,Fullback,30,20/05/1995,1.78,96,5 ft 10 in,15 st 1.64 lb; 211.64 lb,PRO,2026,stormers
Ben WARREN,Prop,25,02/04/2000,1.85,122,6 ft 1 in,19 st 2.96 lb; 268.96 lb,PRO,,ospreys
Cameron JONES,Prop,23,04/10/2001,1.93,113,6 ft 4 in,17 st 11.12 lb; 249.12 lb,PRO,,ospreys
Gareth THOMAS,Prop,31,02/08/1993,1.8800000000000001,120,6 ft 2 in,18 st 12.55 lb; 264.55 lb,PRO,,ospreys
Garyn PHILLIPS,Prop,24,14/05/2001,1.83,113,6 ft,17 st; 249.12 lb,PRO,,ospreys
Math IORWERTH-SCOTT,Prop,NA,-,NA,NA,-,-,ACADEMY,,ospreys
Rhys HENRY,Prop,26,08/09/1998,1.73,114,5 ft 8 in,17 st 13.33 lb; 251.33 lb,PRO,,ospreys
Steff THOMAS,Prop,28,22/04/1997,1.83,122,6 ft,19 st; 268.96 lb,PRO,,ospreys
Tom BOTHA,Prop,34,31/08/1990,1.79,117,5 ft 10 in,18 st 5.94 lb; 257.94 lb,PRO,,ospreys
Dewi LAKE,Hooker,26,16/05/1999,1.85,114,6 ft 1 in,17 st 13.33 lb; 251.33 lb,PRO,,ospreys
Ethan LEWIS,Hooker,31,28/03/1994,1.82,109,6 ft,17 st; 240.30 lb,PRO,,ospreys
George MCGUIGAN,Hooker,32,30/03/1993,1.83,113,6 ft,17 st; 249.12 lb,PRO,2025,ospreys
Lewis LLOYD,Hooker,21,20/07/2003,1.8,92,5 ft 11 in,14 st 6.83 lb; 202.83 lb,PRO,,ospreys
Sam PARRY,Hooker,33,17/12/1991,1.86,114,6 ft 1 in,17 st 13.33 lb; 251.33 lb,PRO,,ospreys
Adam BEARD,Lock,29,07/01/1996,2.03,121,6 ft 8 in,19 st 0.76 lb; 266.76 lb,PRO,2025,ospreys
Huw SUTTON,Lock,25,17/11/1999,1.99,122,6 ft 6 in,19 st 2.96 lb; 268.96 lb,PRO,,ospreys
James FENDER,Lock,23,03/08/2001,2.04,125,6 ft 8 in,19 st 9.58 lb; 275.58 lb,PRO,,ospreys
James RATTI,Lock,27,14/10/1997,1.96,120,6 ft 5 in,18 st 12.55 lb; 264.55 lb,PRO,,ospreys
Lewis JONES,Lock,22,19/07/2002,2,105,6 ft 7 in,16 st 7.49 lb; 231.49 lb,PRO,,ospreys
Rhys DAVIES,Lock,26,09/11/1998,1.97,116,6 ft 6 in,18 st 3.74 lb; 255.74 lb,PRO,,ospreys
Rhys THOMAS,Lock,24,17/02/2001,1.94,112,6 ft 4 in,17 st 8.92 lb; 246.92 lb,PRO,,ospreys
Will GREATBANKS,Lock,22,18/01/2003,1.98,109,6 ft 6 in,17 st 2.30 lb; 240.30 lb,PRO,,ospreys
Will GRIFFITHS,Lock,26,25/12/1998,1.93,106,6 ft 4 in,16 st 9.69 lb; 233.69 lb,PRO,,ospreys
Will SPENCER,Lock,33,30/05/1992,2.01,125,6 ft 7 in,19 st 9.58 lb; 275.58 lb,PRO,2025,ospreys
Harri DEAVES-SMALL,Back row,24,13/06/2001,1.82,96,6 ft,15 st; 211.64 lb,PRO,,ospreys
Jac MORGAN,Back row,25,21/01/2000,1.82,104,6 ft,16 st; 229.28 lb,PRO,,ospreys
Justin TIPURIC,Back row,35,06/08/1989,1.8800000000000001,107,6 ft 2 in,16 st 11.89 lb; 235.89 lb,PRO,2025,ospreys
Morgan MORRIS,Back row,26,28/08/1998,1.83,110,6 ft,17 st; 242.51 lb,PRO,,ospreys
Tristan DAVIES,Back row,23,30/09/2001,1.93,104,6 ft 4 in,16 st 5.28 lb; 229.28 lb,PRO,2025,ospreys
Kieran HARDY,Scrum-half,29,30/11/1995,1.84,90,6 ft,14 st; 198.42 lb,PRO,,ospreys
Luke DAVIES,Scrum-half,23,26/02/2002,1.75,80,5 ft 9 in,12 st 8.37 lb; 176.37 lb,PRO,,ospreys
Reuben MORGAN-WILLIAMS,Scrum-half,27,03/02/1998,1.8,85,5 ft 11 in,13 st 5.39 lb; 187.39 lb,PRO,2025,ospreys
Dan EDWARDS,Fly-half,22,07/05/2003,1.78,83,5 ft 10 in,13 st 0.98 lb; 182.98 lb,PRO,,ospreys
Jack WALSH,Fly-half,25,11/01/2000,1.84,88,6 ft,13 st; 194.01 lb,PRO,2026,ospreys
Luke SCULLY,Fly-half,25,28/02/2000,1.8,80,5 ft 11 in,12 st 8.37 lb; 176.37 lb,PRO,,ospreys
Owen WILLIAMS,Fly-half,33,27/02/1992,1.85,98,6 ft 1 in,15 st 6.05 lb; 216.05 lb,PRO,2025,ospreys
Evardi BOSHOFF,Centre,26,06/10/1998,1.83,92,6 ft,14 st; 202.83 lb,PRO,,ospreys
Keiran WILLIAMS,Centre,27,04/12/1997,1.78,90,5 ft 10 in,14 st 2.42 lb; 198.42 lb,PRO,,ospreys
Owen WATKIN,Centre,28,12/10/1996,1.8800000000000001,112,6 ft 2 in,17 st 8.92 lb; 246.92 lb,PRO,,ospreys
Phil COKANASIGA,Centre,23,31/07/2001,1.83,98,6 ft,15 st; 216.05 lb,PRO,,ospreys
Tom FLORENCE,Centre,22,19/03/2003,1.8800000000000001,96,6 ft 2 in,15 st 1.64 lb; 211.64 lb,PRO,,ospreys
Harri HOUSTON,Winger,21,27/11/2003,1.78,82,5 ft 10 in,12 st 12.78 lb; 180.78 lb,PRO,,ospreys
Keelan GILES,Winger,27,29/01/1998,1.73,80,5 ft 8 in,12 st 8.37 lb; 176.37 lb,PRO,,ospreys
Luke MORGAN,Winger,33,16/05/1992,1.75,81,5 ft 9 in,12 st 10.57 lb; 178.57 lb,PRO,,ospreys
Ryan CONBEER,Winger,26,05/02/1999,1.77,91,5 ft 10 in,14 st 4.62 lb; 200.62 lb,PRO,,ospreys
Daniel KASENDE,Fullback,30,09/05/1995,1.87,92,6 ft 2 in,14 st 6.83 lb; 202.83 lb,PRO,,ospreys
Iestyn HOPKINS,Fullback,23,04/04/2002,1.73,88,5 ft 8 in,13 st 12.01 lb; 194.01 lb,PRO,,ospreys
Max NAGY,Fullback,26,13/06/1999,1.93,95,6 ft 4 in,14 st 13.44 lb; 209.44 lb,PRO,,ospreys
Conor BARTLEY,Prop,NA,-,NA,NA,-,-,PRO,2025,munster
Dave KILCOYNE,Prop,36,14/12/1988,1.85,112,6 ft 1 in,17 st 8.92 lb; 246.92 lb,PRO,2025,munster
Jeremy LOUGHMAN,Prop,29,22/07/1995,1.83,120,6 ft,18 st; 264.55 lb,PRO,2026,munster
John RYAN,Prop,36,02/08/1988,1.85,121,6 ft 1 in,19 st 0.76 lb; 266.76 lb,PRO,2026,munster
Josh WYCHERLEY,Prop,25,22/07/1999,1.83,108,6 ft,17 st; 238.10 lb,PRO,2027,munster
Mark DONNELLY,Prop,24,14/03/2001,1.8,110,5 ft 11 in,17 st 4.51 lb; 242.51 lb,PRO,2026,munster
Michael MILNE,Prop,25,05/02/2000,1.83,115,6 ft,18 st; 253.53 lb,PRO,2027,munster
Oli JAGER,Prop,29,05/07/1995,1.92,127,6 ft 4 in,19 st 13.99 lb; 279.99 lb,PRO,2027,munster
Roman SALANOA,Prop,27,28/10/1997,1.83,123,6 ft,19 st; 271.17 lb,PRO,2025,munster
Stephen ARCHER,Prop,37,29/01/1988,1.8800000000000001,121,6 ft 2 in,19 st 0.76 lb; 266.76 lb,PRO,2025,munster
Diarmuid BARRON,Hooker,26,06/08/1998,1.84,100,6 ft,15 st; 220.46 lb,PRO,2026,munster
Lee BARRON,Hooker,24,15/02/2001,1.91,109,6 ft 3 in,17 st 2.30 lb; 240.30 lb,PRO,2027,munster
Niall SCANNELL,Hooker,33,08/04/1992,1.85,111,6 ft 1 in,17 st 6.71 lb; 244.71 lb,PRO,2026,munster
Edwin EDOGBO,Lock,22,21/12/2002,1.96,122,6 ft 5 in,19 st 2.96 lb; 268.96 lb,PRO,2026,munster
Fineen WYCHERLEY,Lock,27,11/12/1997,1.96,112,6 ft 5 in,17 st 8.92 lb; 246.92 lb,PRO,2027,munster
Jean KLEYN,Lock,31,26/08/1993,2.03,123,6 ft 8 in,19 st 5.17 lb; 271.17 lb,PRO,2026,munster
Tadhg BEIRNE,Lock,33,08/01/1992,1.98,114,6 ft 6 in,17 st 13.33 lb; 251.33 lb,PRO,2027,munster
Tom AHERN,Lock,25,22/02/2000,2.06,117,6 ft 9 in,18 st 5.94 lb; 257.94 lb,PRO,2027,munster
Alex KENDELLEN,Back row,24,03/03/2001,1.8800000000000001,105,6 ft 2 in,16 st 7.49 lb; 231.49 lb,PRO,2027,munster
Brian GLEESON,Back row,21,05/02/2004,1.93,116,6 ft 4 in,18 st 3.74 lb; 255.74 lb,PRO,2026,munster
Cian HURLEY,Back row,25,25/04/2000,1.96,106,6 ft 5 in,16 st 9.69 lb; 233.69 lb,PRO,2025,munster
Gavin COOMBES,Back row,27,11/12/1997,1.98,110,6 ft 6 in,17 st 4.51 lb; 242.51 lb,PRO,2027,munster
Jack DALY,Back row,26,12/08/1998,1.83,107,6 ft,16 st; 235.89 lb,PRO,2025,munster
Jack O'DONOGHUE,Back row,31,08/02/1994,1.91,110,6 ft 3 in,17 st 4.51 lb; 242.51 lb,PRO,2026,munster
John HODNETT,Back row,26,10/01/1999,1.85,105,6 ft 1 in,16 st 7.49 lb; 231.49 lb,PRO,2026,munster
Peter O'MAHONY,Back row,35,17/09/1989,1.91,108,6 ft 3 in,17 st 0.10 lb; 238.10 lb,PRO,2025,munster
Conor MURRAY,Scrum-half,36,20/04/1989,1.8800000000000001,94,6 ft 2 in,14 st 11.23 lb; 207.23 lb,PRO,2025,munster
Craig CASEY,Scrum-half,26,19/04/1999,1.6500000000000001,76,5 ft 5 in,11 st 13.55 lb; 167.55 lb,PRO,2026,munster
Ethan COUGHLAN,Scrum-half,23,13/04/2002,1.75,81,5 ft 9 in,12 st 10.57 lb; 178.57 lb,PRO,2026,munster
