"Location","Year","dist_m","Stroke","Relay","Gender","Team","Athlete","Results","Rank"
"Munich",1972,100,"Backstroke",0,"Men","GDR","Roland Matthes",56.58,2
"Munich",1972,100,"Backstroke",0,"Men","USA","Michael Eugene Stamm",57.7,3
"Munich",1972,100,"Backstroke",0,"Men","USA","John Joseph Murphy",58.35,4
"Munich",1972,100,"Backstroke",0,"Men","USA","Mitchell Ivey",58.48,4
"Munich",1972,100,"Backstroke",0,"Men","URS","Igor Grivennikov",59.5,4
"Munich",1972,100,"Backstroke",0,"Men","GDR","Lutz Wanja",59.8,4
"Munich",1972,100,"Backstroke",0,"Men","GDR","Jürgen Krüger",59.93,4
"Munich",1972,100,"Butterfly",0,"Men","USA","Mark Spitz",54.27,1
"Munich",1972,100,"Butterfly",0,"Men","CAN","Bruce Richard Robertson",55.56,2
"Munich",1972,100,"Butterfly",0,"Men","USA","Jerry Alan Heidenreich",55.74,3
"Munich",1972,100,"Butterfly",0,"Men","GDR","Roland Matthes",55.87,4
"Munich",1972,100,"Butterfly",0,"Men","USA","David Holmes Edgar",56.11,4
"Munich",1972,100,"Butterfly",0,"Men","CAN","Byron Mac Donald",57.27,4
"Munich",1972,100,"Butterfly",0,"Men","GDR","Hartmut Flöckner",57.4,4
"Munich",1972,100,"Butterfly",0,"Men","AUS","Neil Rogers",57.9,4
"Munich",1972,100,"Freestyle",0,"Men","USA","Mark Spitz",51.22,1
"Munich",1972,100,"Freestyle",0,"Men","USA","Jerry Alan Heidenreich",51.65,2
"Munich",1972,100,"Freestyle",0,"Men","URS","Vladimir Bure",51.77,3
"Munich",1972,100,"Freestyle",0,"Men","USA","John Joseph Murphy",52.08,4
"Munich",1972,100,"Freestyle",0,"Men","AUS","Michael Vincent Wenden",52.41,4
"Munich",1972,100,"Freestyle",0,"Men","URS","Igor Grivennikov",52.44,4
"Munich",1972,100,"Freestyle",0,"Men","FRA","Michel Rousseau",52.9,4
"Munich",1972,100,"Freestyle",0,"Men","FRG","Klaus Steinbach",52.92,4
"Munich",1972,100,"Freestyle",0,"Women","USA","Alexandra Lynn Neilson",58.59,3
"Munich",1972,100,"Freestyle",0,"Women","USA","Shirley Farber Babashoff",59.02,4
"Munich",1972,100,"Freestyle",0,"Women","AUS","Shane Gould",59.06,4
"Munich",1972,100,"Freestyle",0,"Women","GDR","Gabriele Wetzko",59.21,4
"Munich",1972,100,"Freestyle",0,"Women","FRG","Heidemarie Reineck",59.73,4
"Munich",1972,100,"Freestyle",0,"Women","GDR","Andrea Eife",59.91,4
"City",1968,100,"Backstroke",0,"Men","GDR","Roland Matthes",58.7,4
"City",1968,100,"Butterfly",0,"Men","USA","Douglas Albert Russell",55.9,1
"City",1968,100,"Butterfly",0,"Men","USA","Mark Spitz",56.4,2
"City",1968,100,"Butterfly",0,"Men","USA","Ross Elliott Wales",57.2,3
"City",1968,100,"Butterfly",0,"Men","URS","Vladimir Nemshilov",58.1,4
"City",1968,100,"Butterfly",0,"Men","JPN","Satoshi Maruya",58.6,4
"City",1968,100,"Butterfly",0,"Men","URS","Yuri Suzdaltsev",58.8,4
"City",1968,100,"Butterfly",0,"Men","FRG","Lutz Stocklasa",58.9,4
"City",1968,100,"Butterfly",0,"Men","AUS","Robert Cusack",59.8,4
"City",1968,100,"Freestyle",0,"Men","AUS","Michael Vincent Wenden",52.2,1
"City",1968,100,"Freestyle",0,"Men","USA","Kenneth Marshall Walsh",52.8,2
"City",1968,100,"Freestyle",0,"Men","USA","Mark Spitz",53,3
"City",1968,100,"Freestyle",0,"Men","GBR","Robert Bilsland Mcgregor",53.5,4
"City",1968,100,"Freestyle",0,"Men","URS","Leonid Ilyichev",53.8,4
"City",1968,100,"Freestyle",0,"Men","URS","Georgijs Kuļikovs",53.8,4
"City",1968,100,"Freestyle",0,"Men","ARG","Luis Alberto Nicolao Yanuzzi",53.9,4
"City",1968,100,"Freestyle",0,"Men","USA","Zachary Zorn",53.9,4
"Tokyo",1964,100,"Freestyle",0,"Men","USA","Donald Arthur Schollander",53.4,1
"Tokyo",1964,100,"Freestyle",0,"Men","GBR","Robert Bilsland Mcgregor",53.5,2
"Tokyo",1964,100,"Freestyle",0,"Men","GER","Hans-Joachim Klein",54,3
"Tokyo",1964,100,"Freestyle",0,"Men","USA","Gary Steven Ilman",54,3
"Tokyo",1964,100,"Freestyle",0,"Men","FRA","Alain Gottvalles",54.2,4
"Tokyo",1964,100,"Freestyle",0,"Men","USA","Michael Mackay Austin",54.5,4
"Tokyo",1964,100,"Freestyle",0,"Men","HUN","Gyula Dobai",54.9,4
"Tokyo",1964,100,"Freestyle",0,"Men","GER","Uwe Jacobsen",56.1,4
"Tokyo",1964,100,"Freestyle",0,"Women","AUS","Dawn Fraser",59.5,4
"Tokyo",1964,100,"Freestyle",0,"Women","USA","Sharon Marie Stouder",59.9,4
"Rome",1960,100,"Freestyle",0,"Men","AUS","John Devitt",55.2,2
"Rome",1960,100,"Freestyle",0,"Men","USA","Lance Melvin Larson",55.1,1
"Rome",1960,100,"Freestyle",0,"Men","BRA","Manuel Dos Santos Filho",55.4,3
"Rome",1960,100,"Freestyle",0,"Men","USA","Richard Bruce Hunter",55.6,4
"Rome",1960,100,"Freestyle",0,"Men","HUN","Gyula Dobai",56.3,4
"Rome",1960,100,"Freestyle",0,"Men","CAN","Richard W. Pound",56.3,4
"Rome",1960,100,"Freestyle",0,"Men","RSA","Aubrey Burer",56.3,4
"Rome",1960,100,"Freestyle",0,"Men","SWE","Per-Ola Lindberg",57.1,4
"Melbourne",1956,100,"Freestyle",0,"Men","AUS","Jon Malcolm Henricks",55.4,1
"Melbourne",1956,100,"Freestyle",0,"Men","AUS","John Devitt",55.8,2
"Melbourne",1956,100,"Freestyle",0,"Men","AUS","Gary Chapman",56.7,3
"Melbourne",1956,100,"Freestyle",0,"Men","USA","Logan Reid Patterson",57.2,4
"Melbourne",1956,100,"Freestyle",0,"Men","USA","Richard Dennis Hanley",57.6,4
"Melbourne",1956,100,"Freestyle",0,"Men","USA","William Tripp Woolsey",57.6,4
"Melbourne",1956,100,"Freestyle",0,"Men","JPN","Atsushi Tani",58,4
"Melbourne",1956,100,"Freestyle",0,"Men","FRA","Aldo Eminente",58.1,4
"Helsinki",1952,100,"Freestyle",0,"Men","USA","Clark Currie Scholes",57.4,1
"Helsinki",1952,100,"Freestyle",0,"Men","JPN","Hiroshi Suzuki",57.4,1
"Helsinki",1952,100,"Freestyle",0,"Men","SWE","Göran Larsson",58.2,3
"Helsinki",1952,100,"Freestyle",0,"Men","JPN","Toru Goto",58.5,4
"Helsinki",1952,100,"Freestyle",0,"Men","HUN","Geza Kadas",58.6,4
"Helsinki",1952,100,"Freestyle",0,"Men","AUS","Rex Aubrey",58.7,4
"Helsinki",1952,100,"Freestyle",0,"Men","FRA","Aldo Eminente",58.7,4
"Helsinki",1952,100,"Freestyle",0,"Men","USA","Ronald Francis Gora",58.8,4
"London",1948,100,"Freestyle",0,"Men","USA","Walter Stephen Ris",57.3,2
"London",1948,100,"Freestyle",0,"Men","USA","Alan Robert Ford",57.8,3
"London",1948,100,"Freestyle",0,"Men","HUN","Geza Kadas",58.1,4
"London",1948,100,"Freestyle",0,"Men","USA","Keith Eyre Carter",58.3,4
"London",1948,100,"Freestyle",0,"Men","FRA","Alexandre Jany",58.3,4
"London",1948,100,"Freestyle",0,"Men","SWE","Per-Olof Olsson",59.3,4
"London",1948,100,"Freestyle",0,"Men","HUN","Zoltan Szilard",59.6,4
"Berlin",1936,100,"Freestyle",0,"Men","HUN","Ferenc Csik",57.6,1
"Berlin",1936,100,"Freestyle",0,"Men","JPN","Masanori Yusa",57.9,2
"Berlin",1936,100,"Freestyle",0,"Men","JPN","Shigeo Arai",58,3
"Berlin",1936,100,"Freestyle",0,"Men","JPN","Masaharu Taguchi",58.1,4
"Berlin",1936,100,"Freestyle",0,"Men","GER","Helmuth Fischer",59.3,4
"Berlin",1936,100,"Freestyle",0,"Men","USA","Peter Joseph Fick",59.7,4
"Berlin",1936,100,"Freestyle",0,"Men","USA","Arthur Lindegren",59.9,4
"Angeles",1932,100,"Freestyle",0,"Men","JPN","Yasuji Mioyazaki",58.2,1
"Angeles",1932,100,"Freestyle",0,"Men","JPN","Tatsugo Kawaishi",58.6,2
"Angeles",1932,100,"Freestyle",0,"Men","USA","Albert Schwartz",58.8,3
"Angeles",1932,100,"Freestyle",0,"Men","USA","Manuella Kalili",59.2,4
"Angeles",1932,100,"Freestyle",0,"Men","JPN","Zenjiro Takahashi",59.2,4
"Angeles",1932,100,"Freestyle",0,"Men","USA","Raymond Webb Jr. Thompson",59.5,4
"Amsterdam",1928,100,"Freestyle",0,"Men","USA","Johnny Weissmuller",58.6,4
"Amsterdam",1928,100,"Freestyle",0,"Men","HUN","Istvan Barany",59.8,4
"Paris",1924,100,"Freestyle",0,"Men","USA","Johnny Weissmuller",59,4
