sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
222557,https://sofifa.com/player/222557/justen-glad/220002,J. Glad,Justen Glad,CB,68,76,2500000.0,3000.0,24,1997-02-28,185,72,111065.0,Real Salt Lake,USA Major League Soccer,1,RCB,15,,2014-04-07,2021,95,United States,,,,Right,2,2,1,Low/High,Normal (185+),No,4100000,,,69,27,50,50,68,73,27,25,65,69,29,41,23,21,63,56,68,69,49,64,65,34,76,75,73,25,72,72,21,42,38,65,67,68,64,10,16,10,10,6,,45+2,45+2,45+2,46,46,46,46,46,49+2,49+2,49+2,50+2,55+2,55+2,55+2,50+2,62+2,66+2,66+2,66+2,62+2,64+2,68+2,68+2,68+2,64+2,16+2,https://cdn.sofifa.net/players/222/557/22_120.png,https://cdn.sofifa.net/teams/111065/60.png,https://cdn.sofifa.net/flags/us.png,,https://cdn.sofifa.net/flags/us.png
222576,https://sofifa.com/player/222576/julio-jose-pleguezuelo-selva/220002,Pleguezuelo,Julio José Pleguezuelo Selva,CB,68,73,1600000.0,4000.0,24,1997-01-26,180,70,1908.0,FC Twente,Holland Eredivisie,1,SUB,4,,2019-07-01,2022,45,Spain,,,,Right,4,3,1,High/Medium,Lean (170-185),No,2500000,,,66,35,56,68,69,67,53,32,65,68,37,67,40,44,63,69,68,64,73,62,69,38,83,67,65,35,68,71,41,40,42,69,68,70,68,14,15,8,11,9,,52+2,52+2,52+2,57,55,55,55,57,57+2,57+2,57+2,59+2,60+2,60+2,60+2,59+2,66+2,67+2,67+2,67+2,66+2,66+2,68+2,68+2,68+2,66+2,18+2,https://cdn.sofifa.net/players/222/576/22_120.png,https://cdn.sofifa.net/teams/1908/60.png,https://cdn.sofifa.net/flags/nl.png,,https://cdn.sofifa.net/flags/es.png
222587,https://sofifa.com/player/222587/franco-escobar/220002,F. Escobar,Franco Nicolás Escobar,"RB, CB",68,71,1500000.0,3000.0,26,1995-02-21,175,72,110396.0,Newell's Old Boys,Argentina Primera División,1,SUB,4,Atlanta United,,2021,52,Argentina,,,,Right,3,2,1,Medium/High,Normal (170-185),Yes,,,,71,47,57,67,66,68,58,51,65,63,34,68,42,28,60,65,69,72,69,65,69,51,71,70,66,37,68,63,54,53,49,57,65,70,68,15,9,12,13,7,,59+2,59+2,59+2,61,60,60,60,61,60+2,60+2,60+2,63+2,61+2,61+2,61+2,63+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,66+2,17+2,https://cdn.sofifa.net/players/222/587/22_120.png,https://cdn.sofifa.net/teams/110396/60.png,https://cdn.sofifa.net/flags/ar.png,,https://cdn.sofifa.net/flags/ar.png
222741,https://sofifa.com/player/222741/leandro-marcos-pereira/220002,Leandro Pereira,Leandro Marcos Peruchena Pereira,ST,68,68,1200000.0,6000.0,29,1991-07-13,190,76,112093.0,Gamba Osaka,Japanese J. League Division 1,1,ST,9,,2021-01-22,2022,54,Brazil,,,,Right,2,3,1,Medium/Medium,Normal (185+),No,1500000,,Finesse Shot,63,67,56,67,40,77,44,68,73,67,65,68,46,39,57,70,62,64,65,64,39,70,75,67,85,62,69,31,66,57,72,71,36,42,30,11,9,10,10,14,,68,68,68,64,66,66,66,64,65+2,65+2,65+2,63+2,61+2,61+2,61+2,63+2,51+2,54+2,54+2,54+2,51+2,50+2,53+2,53+2,53+2,50+2,17+2,https://cdn.sofifa.net/players/222/741/22_120.png,https://cdn.sofifa.net/teams/112093/60.png,https://cdn.sofifa.net/flags/jp.png,,https://cdn.sofifa.net/flags/br.png
222773,https://sofifa.com/player/222773/luca-zander/220002,L. Zander,Luca-Milan Zander,RB,68,71,1500000.0,7000.0,25,1995-08-09,186,73,110329.0,FC St. Pauli,German 2. Bundesliga,2,RB,19,,2019-07-01,2023,21,Germany,,,,Right,3,2,1,Medium/Medium,Lean (185+),No,2400000,,Injury Prone,78,37,58,61,64,66,69,35,57,65,31,57,41,36,55,63,80,77,70,63,64,46,71,68,64,32,66,59,53,48,36,62,64,69,65,16,16,8,15,11,,54+2,54+2,54+2,59,56,56,56,59,57+2,57+2,57+2,61+2,58+2,58+2,58+2,61+2,66+2,63+2,63+2,63+2,66+2,66+2,64+2,64+2,64+2,66+2,20+2,https://cdn.sofifa.net/players/222/773/22_120.png,https://cdn.sofifa.net/teams/110329/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png
222878,https://sofifa.com/player/222878/tyler-walker/220002,T. Walker,Tyler Walker,ST,68,74,1900000.0,9000.0,24,1996-10-07,183,67,1800.0,Coventry City,English League Championship,2,SUB,19,,2020-08-28,2023,14,England,,,,Right,4,3,1,Medium/Low,Normal (170-185),No,4000000,,"Finesse Shot, Speed Dribbler (AI)",79,68,56,68,36,65,60,72,61,58,57,65,60,45,40,67,77,80,82,66,72,66,78,72,68,64,46,31,74,64,68,69,39,34,18,7,13,15,12,8,,68+2,68+2,68+2,68,68,68,68,68,66+2,66+2,66+2,66+2,59+2,59+2,59+2,66+2,52+2,48+2,48+2,48+2,52+2,50+2,46+2,46+2,46+2,50+2,16+2,https://cdn.sofifa.net/players/222/878/22_120.png,https://cdn.sofifa.net/teams/1800/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
222889,https://sofifa.com/player/222889/lucas-acevedo/220002,L. Acevedo,Lucas Javier Acevedo,CB,68,68,1000000.0,6000.0,29,1991-11-08,197,97,112689.0,Platense,Argentina Primera División,1,RCB,32,Club Atlético Colón,,2022,52,Argentina,,,,Right,3,2,1,Low/Medium,Normal (185+),No,,#Strength,,38,38,41,37,66,83,31,40,70,53,31,25,36,31,37,52,34,42,32,62,30,46,46,68,93,27,84,68,32,37,39,55,65,66,62,15,13,7,16,7,,47+2,47+2,47+2,39,42,42,42,39,41+2,41+2,41+2,41+2,47+2,47+2,47+2,41+2,55+2,61+2,61+2,61+2,55+2,57+2,68,68,68,57+2,18+2,https://cdn.sofifa.net/players/222/889/22_120.png,https://cdn.sofifa.net/teams/112689/60.png,https://cdn.sofifa.net/flags/ar.png,,https://cdn.sofifa.net/flags/ar.png
222988,https://sofifa.com/player/222988/toshihiro-aoyama/220002,T. Aoyama,青山 敏弘,"CM, CDM",68,68,475000.0,4000.0,35,1986-02-22,174,73,113157.0,Sanfrecce Hiroshima,Japanese J. League Division 1,1,LCM,6,,2004-01-01,2022,163,Japan,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,594000,,"Leadership, Long Passer (AI), Long Shot Taker (AI), Team Player",42,59,71,66,68,68,68,54,58,73,61,61,64,60,70,71,46,39,68,61,70,69,75,67,70,60,61,73,51,76,64,75,75,64,59,10,11,13,7,12,,59+2,59+2,59+2,61,61,61,61,61,64+2,64+2,64+2,63+2,68,68,68,63+2,65+2,69-1,69-1,69-1,65+2,64+2,66+2,66+2,66+2,64+2,16+2,https://cdn.sofifa.net/players/222/988/22_120.png,https://cdn.sofifa.net/teams/113157/60.png,https://cdn.sofifa.net/flags/jp.png,,https://cdn.sofifa.net/flags/jp.png
223016,https://sofifa.com/player/223016/selim-ay/220002,S. Ay,Selim Ay,CB,68,68,1000000.0,6000.0,29,1991-07-31,184,80,101037.0,Çaykur Rizespor,Turkish Süper Lig,1,SUB,5,,2020-09-09,2022,48,Turkey,,,,Right,2,2,1,Medium/High,Lean (170-185),No,2000000,,Dives Into Tackles (AI),63,42,49,48,66,77,49,33,74,60,30,42,26,36,59,50,64,63,58,60,58,64,81,75,78,43,76,68,41,33,53,55,61,69,64,12,12,10,9,11,,52+2,52+2,52+2,48,49,49,49,48,48+2,48+2,48+2,51+2,53+2,53+2,53+2,51+2,61+2,63+2,63+2,63+2,61+2,63+2,68,68,68,63+2,16+2,https://cdn.sofifa.net/players/223/016/22_120.png,https://cdn.sofifa.net/teams/101037/60.png,https://cdn.sofifa.net/flags/tr.png,,https://cdn.sofifa.net/flags/tr.png
223085,https://sofifa.com/player/223085/luke-berry/220002,L. Berry,Luke David Berry,"CM, CAM",68,68,1200000.0,6000.0,28,1992-07-12,177,72,1923.0,Luton Town,English League Championship,2,SUB,8,,2017-08-25,2022,14,England,,,,Right,3,3,1,High/Medium,Normal (170-185),No,2200000,,,68,63,66,70,61,68,61,65,64,70,53,68,57,61,66,70,68,68,77,67,74,59,79,70,69,64,60,60,67,69,56,66,59,62,58,9,13,16,11,12,,66+2,66+2,66+2,68,67,67,67,68,68,68,68,68,68,68,68,68,64+2,65+2,65+2,65+2,64+2,64+2,63+2,63+2,63+2,64+2,18+2,https://cdn.sofifa.net/players/223/085/22_120.png,https://cdn.sofifa.net/teams/1923/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
223128,https://sofifa.com/player/223128/beykan-simsek/220002,B. Şimşek,Beykan Şimşek,"LW, CF",68,69,1400000.0,7000.0,26,1995-01-01,175,71,101026.0,Göztepe SK,Turkish Süper Lig,1,SUB,80,,2021-01-05,2023,48,Turkey,,,,Right,4,3,1,High/Low,Normal (170-185),No,2900000,,"Finesse Shot, Flair, Technical Dribbler (AI)",77,66,64,72,31,64,57,67,67,66,70,74,71,66,60,71,79,75,79,57,78,68,76,59,63,59,72,22,67,69,71,64,38,22,22,14,8,11,13,15,,68+1,68+1,68+1,68,68,68,68,68,68+1,68+1,68+1,67+2,61+2,61+2,61+2,67+2,50+2,49+2,49+2,49+2,50+2,47+2,45+2,45+2,45+2,47+2,17+2,https://cdn.sofifa.net/players/223/128/22_120.png,https://cdn.sofifa.net/teams/101026/60.png,https://cdn.sofifa.net/flags/tr.png,,https://cdn.sofifa.net/flags/tr.png
223150,https://sofifa.com/player/223150/lionel-mpasi/220002,L. Mpasi,Lionel Mpasi-Nzau,GK,68,72,1300000.0,2000.0,26,1994-08-01,182,78,111659.0,Rodez Aveyron Football,French Ligue 2,2,GK,16,,2016-07-11,2022,18,France,,,,Right,3,1,1,Medium/Medium,Normal (170-185),No,2400000,,"Team Player, Comes For Crosses",,,,,,,17,19,21,39,12,26,25,21,37,29,45,46,35,66,58,49,61,21,68,18,21,18,19,35,32,42,15,12,12,68,66,65,66,69,45,33+2,33+2,33+2,31,33,33,33,31,33+2,33+2,33+2,32+2,32+2,32+2,32+2,32+2,27+2,29+2,29+2,29+2,27+2,26+2,27+2,27+2,27+2,26+2,67+2,https://cdn.sofifa.net/players/223/150/22_120.png,https://cdn.sofifa.net/teams/111659/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/fr.png
223207,https://sofifa.com/player/223207/adam-lang/220002,Á. Lang,Ádám Lang,CB,68,69,,,28,1993-01-17,188,83,,,,,,,,,,23,Hungary,1886.0,SUB,2,Right,3,2,1,Medium/Medium,Normal (185+),No,,,,58,41,44,47,68,75,49,36,70,52,30,32,28,50,48,57,55,61,59,55,67,48,71,67,81,43,73,67,46,26,56,65,66,70,67,6,9,13,9,16,,50+2,50+2,50+2,46,46,46,46,46,45+2,45+2,45+2,48+2,49+2,49+2,49+2,48+2,60+2,61+2,61+2,61+2,60+2,62+2,68+1,68+1,68+1,62+2,15+2,https://cdn.sofifa.net/players/223/207/22_120.png,,,https://cdn.sofifa.net/teams/1886/60.png,https://cdn.sofifa.net/flags/hu.png
223229,https://sofifa.com/player/223229/cristian-manea/220002,C. Manea,Cristian Marian Manea,RB,68,73,1700000.0,6000.0,23,1997-08-09,183,77,110816.0,CFR Cluj,Romanian Liga I,1,RB,4,,2020-09-07,2024,39,Romania,1356.0,RB,4,Right,3,2,1,Medium/High,Normal (170-185),No,2500000,,"Long Throw-in, Early Crosser",75,48,61,62,65,72,65,42,63,65,41,60,58,61,63,62,76,75,67,65,69,61,74,76,72,46,67,64,54,50,55,63,67,64,63,10,9,6,7,10,,58+2,58+2,58+2,60,59,59,59,60,59+2,59+2,59+2,62+2,61+2,61+2,61+2,62+2,66+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,66+2,15+2,https://cdn.sofifa.net/players/223/229/22_120.png,https://cdn.sofifa.net/teams/110816/60.png,https://cdn.sofifa.net/flags/ro.png,https://cdn.sofifa.net/teams/1356/60.png,https://cdn.sofifa.net/flags/ro.png
223344,https://sofifa.com/player/223344/shihao-wei/220002,Wei Shihao,韦世豪,"ST, CAM, LW",68,71,1600000.0,10000.0,26,1995-04-08,178,65,111839.0,Guangzhou FC,Chinese Super League,1,LS,7,,2019-02-01,2023,155,China PR,,,,Right,3,3,1,High/Low,Lean (170-185),No,2700000,,"Long Shot Taker (AI), Speed Dribbler (AI)",84,69,65,70,36,63,64,70,67,65,61,73,67,68,58,63,86,82,81,67,63,72,67,78,57,70,56,35,59,68,58,68,37,25,32,10,14,13,8,10,,68+2,68+2,68+2,69,69,69,69,69,68+2,68+2,68+2,69+2,62+2,62+2,62+2,69+2,56+2,51+2,51+2,51+2,56+2,53+2,46+2,46+2,46+2,53+2,17+2,https://cdn.sofifa.net/players/223/344/22_120.png,https://cdn.sofifa.net/teams/111839/60.png,https://cdn.sofifa.net/flags/cn.png,,https://cdn.sofifa.net/flags/cn.png
223370,https://sofifa.com/player/223370/mario-engels/220002,M. Engels,Mario Engels,"LM, ST",68,68,1300000.0,5000.0,27,1993-10-22,184,74,100646.0,Sparta Rotterdam,Holland Eredivisie,1,SUB,17,,2020-10-04,2022,21,Germany,,,,Right,4,3,1,Medium/Medium,Lean (170-185),No,1900000,,,81,66,62,68,27,65,58,67,54,66,58,68,64,59,57,67,79,83,71,64,73,67,54,65,64,62,72,23,67,65,71,69,32,19,20,8,13,6,14,8,,66+2,66+2,66+2,68,68,68,68,68,67+1,67+1,67+1,67+1,60+2,60+2,60+2,67+1,50+2,48+2,48+2,48+2,50+2,47+2,42+2,42+2,42+2,47+2,16+2,https://cdn.sofifa.net/players/223/370/22_120.png,https://cdn.sofifa.net/teams/100646/60.png,https://cdn.sofifa.net/flags/nl.png,,https://cdn.sofifa.net/flags/de.png
223510,https://sofifa.com/player/223510/alexandre-mendy/220002,A. Mendy,Alexandre Mendy,ST,68,68,1300000.0,3000.0,27,1994-03-20,185,84,210.0,Stade Malherbe Caen,French Ligue 2,2,ST,19,,2020-10-01,2024,119,Guinea Bissau,,,,Right,3,2,1,High/Low,Normal (185+),No,2300000,#Strength,,70,68,50,63,24,78,33,67,63,63,62,62,60,36,41,63,69,70,66,68,54,76,80,70,90,64,58,29,71,52,68,65,16,17,17,16,12,14,16,9,,68,68,68,62,65,65,65,62,62+2,62+2,62+2,60+2,56+2,56+2,56+2,60+2,45+2,45+2,45+2,45+2,45+2,43+2,43+2,43+2,43+2,43+2,19+2,https://cdn.sofifa.net/players/223/510/22_120.png,https://cdn.sofifa.net/teams/210/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/gw.png
223566,https://sofifa.com/player/223566/wessel-dammers/220002,W. Dammers,Wessel Dammers,CB,68,71,1400000.0,4000.0,26,1995-03-01,185,68,1915.0,FC Groningen,Holland Eredivisie,1,RDM,4,,2020-07-01,2023,34,Netherlands,,,,Right,4,2,1,Medium/High,Normal (185+),No,2100000,,"Long Passer (AI), Power Header",62,59,51,61,68,73,33,53,71,58,50,57,51,40,60,65,63,61,63,64,68,70,80,67,76,62,71,66,55,54,61,65,68,69,65,16,8,12,10,15,,62+2,62+2,62+2,57,60,60,60,57,59+2,59+2,59+2,57+2,61+2,61+2,61+2,57+2,61+2,65+2,65+2,65+2,61+2,62+2,68+2,68+2,68+2,62+2,18+2,https://cdn.sofifa.net/players/223/566/22_120.png,https://cdn.sofifa.net/teams/1915/60.png,https://cdn.sofifa.net/flags/nl.png,,https://cdn.sofifa.net/flags/nl.png
223595,https://sofifa.com/player/223595/john-patrick-strauss/220002,J. Strauß,John-Patrick Strauß,"RM, RB, LB",68,69,1400000.0,4000.0,25,1996-01-28,177,68,506.0,FC Erzgebirge Aue,German 2. Bundesliga,2,RM,24,,2017-07-01,2022,181,Philippines,,,,Right,3,2,1,High/High,Lean (170-185),No,2300000,,,77,52,63,68,56,62,67,53,46,67,37,65,42,40,64,67,76,77,80,66,80,55,70,76,53,51,67,58,63,61,47,60,60,55,56,7,13,13,9,6,,60+2,60+2,60+2,65,63,63,63,65,65+2,65+2,65+2,67+2,64+2,64+2,64+2,67+2,65+2,62+2,62+2,62+2,65+2,63+2,58+2,58+2,58+2,63+2,15+2,https://cdn.sofifa.net/players/223/595/22_120.png,https://cdn.sofifa.net/teams/506/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ph.png
223603,https://sofifa.com/player/223603/fabian-bredlow/220002,F. Bredlow,Fabian Bredlow,GK,68,71,1200000.0,8000.0,26,1995-03-02,190,89,36.0,VfB Stuttgart,German 1. Bundesliga,1,SUB,33,,2019-07-01,2024,21,Germany,,,,Left,4,1,1,Medium/Medium,Normal (185+),Yes,2300000,,,,,,,,,8,5,11,17,4,14,13,14,20,23,41,36,50,68,39,47,68,20,62,7,18,11,17,28,30,41,15,12,10,70,66,62,63,71,39,25+2,25+2,25+2,23,25,25,25,23,24+2,24+2,24+2,23+2,23+2,23+2,23+2,23+2,21+2,22+2,22+2,22+2,21+2,21+2,23+2,23+2,23+2,21+2,67+2,https://cdn.sofifa.net/players/223/603/22_120.png,https://cdn.sofifa.net/teams/36/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png
223637,https://sofifa.com/player/223637/andy-polo/220002,A. Polo,Andy Jorman Polo Andrade,"RM, CM",68,69,1400000.0,4000.0,26,1994-09-29,173,70,111140.0,Portland Timbers,USA Major League Soccer,1,SUB,7,,2019-02-13,2021,59,Peru,,,,Right,3,3,1,Medium/Medium,Lean (170-185),No,2200000,,"Injury Prone, Flair, Speed Dribbler (AI)",90,57,62,65,57,61,60,58,58,65,54,64,64,45,61,62,89,90,80,66,75,59,50,74,58,57,56,54,61,62,44,54,52,63,61,10,7,12,12,14,,63+2,63+2,63+2,66,65,65,65,66,65+2,65+2,65+2,67+2,63+2,63+2,63+2,67+2,65+2,61+2,61+2,61+2,65+2,65+2,59+2,59+2,59+2,65+2,17+2,https://cdn.sofifa.net/players/223/637/22_120.png,https://cdn.sofifa.net/teams/111140/60.png,https://cdn.sofifa.net/flags/us.png,,https://cdn.sofifa.net/flags/pe.png
223668,https://sofifa.com/player/223668/pierre-bourdin/220002,P. Bourdin,Pierre Bourdin,"LB, CB, LWB",68,69,1300000.0,5000.0,27,1994-01-06,186,84,675.0,K Beerschot VA,Belgian Jupiler Pro League,1,LM,15,,2018-07-01,2023,18,France,,,,Left,3,2,1,Medium/High,Normal (185+),No,2000000,,,70,44,50,60,69,73,54,48,68,59,23,59,24,23,52,64,67,72,52,67,58,54,77,71,73,34,72,70,38,42,43,54,68,70,66,8,8,6,14,7,,56+2,56+2,56+2,56,55,55,55,56,54+2,54+2,54+2,58+2,57+2,57+2,57+2,58+2,65+2,65+2,65+2,65+2,65+2,66+2,69,69,69,66+2,15+2,https://cdn.sofifa.net/players/223/668/22_120.png,https://cdn.sofifa.net/teams/675/60.png,https://cdn.sofifa.net/flags/be.png,,https://cdn.sofifa.net/flags/fr.png
223727,https://sofifa.com/player/223727/craig-macgillivray/220002,C. MacGillivray,Craig MacGillivray,GK,68,70,1000000.0,3000.0,28,1993-01-12,188,78,89.0,Charlton Athletic,English League One,3,GK,1,,2021-07-01,2023,42,Scotland,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,1800000,,Comes For Crosses,,,,,,,14,13,20,37,17,19,15,12,34,38,51,50,47,64,42,50,63,30,75,16,19,23,15,44,30,44,15,12,20,69,65,67,66,71,51,33+2,33+2,33+2,31,33,33,33,31,34+2,34+2,34+2,33+2,34+2,34+2,34+2,33+2,29+2,31+2,31+2,31+2,29+2,29+2,29+2,29+2,29+2,29+2,67+2,https://cdn.sofifa.net/players/223/727/22_120.png,https://cdn.sofifa.net/teams/89/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-sct.png
223737,https://sofifa.com/player/223737/peter-leeuwenburgh/220002,P. Leeuwenburgh,Peter Leeuwenburgh,GK,68,70,1100000.0,3000.0,27,1994-03-23,196,95,1915.0,FC Groningen,Holland Eredivisie,1,GK,1,,2021-07-01,2023,34,Netherlands,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,1700000,,Long Passer (AI),,,,,,,20,13,19,34,16,20,15,16,45,24,44,43,31,66,38,49,55,23,65,18,26,23,15,21,27,28,25,13,20,72,66,65,64,69,44,30+2,30+2,30+2,27,28,28,28,27,28+2,28+2,28+2,29+2,29+2,29+2,29+2,29+2,28+2,30+2,30+2,30+2,28+2,28+2,29+2,29+2,29+2,28+2,67+2,https://cdn.sofifa.net/players/223/737/22_120.png,https://cdn.sofifa.net/teams/1915/60.png,https://cdn.sofifa.net/flags/nl.png,,https://cdn.sofifa.net/flags/nl.png
223740,https://sofifa.com/player/223740/inigo-eguaras-alvarez/220002,Eguaras,Íñigo Eguaras Álvarez,"CM, CDM",68,68,1200000.0,5000.0,29,1992-03-07,181,77,244.0,Real Zaragoza,Spanish Segunda División,2,RCM,16,,2017-07-01,2024,45,Spain,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,1900000,,Long Passer (AI),57,55,72,63,66,73,65,50,59,75,59,61,70,58,74,64,61,54,62,60,66,61,77,77,74,58,63,63,65,74,59,68,67,69,64,7,7,10,11,11,,60+2,60+2,60+2,63,62,62,62,63,65+2,65+2,65+2,65+2,68,68,68,65+2,66+2,69-1,69-1,69-1,66+2,65+2,66+2,66+2,66+2,65+2,15+2,https://cdn.sofifa.net/players/223/740/22_120.png,https://cdn.sofifa.net/teams/244/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
223751,https://sofifa.com/player/223751/gideon-jung/220002,G. Jung,Gideon Jung,"CB, CDM",68,69,1200000.0,9000.0,26,1994-09-12,189,76,165.0,SpVgg Greuther Fürth,German 1. Bundesliga,1,SUB,23,,2021-07-01,2023,21,Germany,,,,Right,3,2,1,High/Medium,Lean (185+),No,2300000,,Dives Into Tackles (AI),69,41,59,61,69,70,45,40,68,67,36,59,38,50,64,65,67,70,59,58,56,49,53,59,77,36,69,69,29,62,54,59,70,69,68,7,15,12,11,11,,53+2,53+2,53+2,55,54,54,54,55,57+2,57+2,57+2,57+2,60+2,60+2,60+2,57+2,63+2,67+2,67+2,67+2,63+2,65+2,68+1,68+1,68+1,65+2,16+2,https://cdn.sofifa.net/players/223/751/22_120.png,https://cdn.sofifa.net/teams/165/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png
223752,https://sofifa.com/player/223752/marlon-torres/220002,M. Torres,Marlon Aldair Torres Obeso,CB,68,74,1700000.0,2000.0,25,1996-04-17,180,70,101099.0,América de Cali,Colombian Liga Postobón,1,RCB,2,,2019-01-01,2022,56,Colombia,,,,Right,2,2,1,Low/High,Stocky (170-185),No,2600000,,,68,44,50,49,65,81,52,39,71,59,46,34,35,29,53,60,66,69,65,63,57,52,91,78,85,45,70,66,48,41,37,57,64,65,63,8,10,8,15,9,,55+2,55+2,55+2,51,51,51,51,51,51+2,51+2,51+2,53+2,55+2,55+2,55+2,53+2,62+2,63+2,63+2,63+2,62+2,64+2,68+2,68+2,68+2,64+2,16+2,https://cdn.sofifa.net/players/223/752/22_120.png,https://cdn.sofifa.net/teams/101099/60.png,https://cdn.sofifa.net/flags/co.png,,https://cdn.sofifa.net/flags/co.png
223769,https://sofifa.com/player/223769/ozgur-ozkaya/220002,Ö. Özkaya,Özgür Özkaya,LB,68,68,625000.0,6000.0,33,1988-02-08,177,73,101006.0,Altay SK,Turkish Süper Lig,1,SUB,88,,2018-08-10,2022,48,Turkey,,,,Left,3,2,1,Medium/Medium,Normal (170-185),No,1200000,,"Injury Prone, Long Shot Taker (AI), Team Player",71,51,55,64,66,63,67,34,54,61,31,64,43,36,43,61,67,75,69,68,73,76,67,68,62,70,56,62,62,47,44,54,68,70,65,12,12,13,8,13,,59+2,59+2,59+2,61,60,60,60,61,59+2,59+2,59+2,61+2,58+2,58+2,58+2,61+2,66+2,61+2,61+2,61+2,66+2,66+2,64+2,64+2,64+2,66+2,18+2,https://cdn.sofifa.net/players/223/769/22_120.png,https://cdn.sofifa.net/teams/101006/60.png,https://cdn.sofifa.net/flags/tr.png,,https://cdn.sofifa.net/flags/tr.png
223857,https://sofifa.com/player/223857/oscar-salinas/220002,O. Salinas,Oscar Fernando Salinas Aguilar,"LW, ST, RW",68,68,750000.0,2000.0,33,1988-06-26,169,72,110978.0,Club de Deportes Cobresal,Chilian Campeonato Nacional,1,LS,19,,2020-07-21,2022,55,Chile,,,,Right,4,3,1,High/High,Normal (170-),No,1000000,"#Speedster, #Engine","Finesse Shot, Speed Dribbler (AI)",91,64,56,69,28,77,60,70,68,62,48,67,37,26,52,68,90,91,89,56,85,63,79,90,82,57,48,34,69,57,59,55,25,16,18,15,9,10,14,7,,69-1,69-1,69-1,68,67,67,67,68,66+2,66+2,66+2,68,59+2,59+2,59+2,68,53+2,48+2,48+2,48+2,53+2,50+2,44+2,44+2,44+2,50+2,16+2,https://cdn.sofifa.net/players/223/857/22_120.png,https://cdn.sofifa.net/teams/110978/60.png,https://cdn.sofifa.net/flags/cl.png,,https://cdn.sofifa.net/flags/cl.png
223938,https://sofifa.com/player/223938/kylian-hazard/220002,K. Hazard,Kylian Hazard,"LW, RW",68,69,1400000.0,6000.0,25,1995-08-05,172,70,1750.0,KSV Cercle Brugge,Belgian Jupiler Pro League,1,RES,77,,2019-07-01,2023,7,Belgium,,,,Right,4,4,1,High/Low,Normal (170-185),No,2100000,#Acrobat,"Long Shot Taker (AI), Technical Dribbler (AI)",79,59,65,73,28,64,68,54,39,65,60,73,71,67,64,69,85,74,90,63,82,61,73,62,68,66,53,28,64,63,56,71,17,34,32,12,15,7,6,9,,62+2,62+2,62+2,68,66,66,66,68,67+2,67+2,67+2,68+1,62+2,62+2,62+2,68+1,53+2,50+2,50+2,50+2,53+2,49+2,42+2,42+2,42+2,49+2,16+2,https://cdn.sofifa.net/players/223/938/22_120.png,https://cdn.sofifa.net/teams/1750/60.png,https://cdn.sofifa.net/flags/be.png,,https://cdn.sofifa.net/flags/be.png
