AgeClass,Name,Sex,Event,Equipment,Age,BirthYearClass,Division,BodyweightKg,WeightClassKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,Lift,Best_lift
5-12,Ellasyn Herrin,FALSE,SBD,Raw,11.5,NA,FR-Y3,44.9,48,196,1,265.82,272.22,243.65,56.94,Yes,USA,IN,USAPL,Best3BenchKg,41
5-12,Ellasyn Herrin,FALSE,SBD,Raw,11.5,NA,FR-Y3,44.9,48,196,1,265.82,272.22,243.65,56.94,Yes,USA,IN,USAPL,Best3DeadliftKg,86.5
5-12,Ellie Hood,FALSE,SBD,Raw,9.5,NA,FR-Y2,43.4,47,147.5,1,205.32,209.58,188.28,44.45,Yes,USA,NJ,USAPL,Best3SquatKg,50
5-12,Ellie Hood,FALSE,SBD,Raw,9.5,NA,FR-Y2,43.4,47,147.5,1,205.32,209.58,188.28,44.45,Yes,USA,NJ,USAPL,Best3BenchKg,25
5-12,Ellie Hood,FALSE,SBD,Raw,9.5,NA,FR-Y2,43.4,47,147.5,1,205.32,209.58,188.28,44.45,Yes,USA,NJ,USAPL,Best3DeadliftKg,72.5
5-12,Ellie Jastrzembski,FALSE,SBD,Raw,8.5,NA,FR-Y,33.57,35,108.9,9,161.69,175.98,166.99,NA,Yes,USA,IN,USAPL,Best3SquatKg,36.3
5-12,Ellie Jastrzembski,FALSE,SBD,Raw,8.5,NA,FR-Y,33.57,35,108.9,9,161.69,175.98,166.99,NA,Yes,USA,IN,USAPL,Best3BenchKg,20.4
5-12,Ellie Jastrzembski,FALSE,SBD,Raw,8.5,NA,FR-Y,33.57,35,108.9,9,161.69,175.98,166.99,NA,Yes,USA,IN,USAPL,Best3DeadliftKg,52.2
5-12,Ellie Shields,FALSE,SBD,Raw,9,NA,FR-Y,NA,NA,97.5,1,NA,NA,NA,NA,Yes,USA,LA,AMP,Best3SquatKg,32.5
5-12,Ellie Shields,FALSE,SBD,Raw,9,NA,FR-Y,NA,NA,97.5,1,NA,NA,NA,NA,Yes,USA,LA,AMP,Best3BenchKg,20
5-12,Ellie Shields,FALSE,SBD,Raw,9,NA,FR-Y,NA,NA,97.5,1,NA,NA,NA,NA,Yes,USA,LA,AMP,Best3DeadliftKg,45
5-12,Emanuella Costa Veiga,FALSE,SBD,Raw,11.5,NA,Teen,39.35,43,145,1,215.3,218.55,199.27,49.12,Yes,Brazil,PR,CBLB,Best3SquatKg,55
5-12,Emanuella Costa Veiga,FALSE,SBD,Raw,11.5,NA,Teen,39.35,43,145,1,215.3,218.55,199.27,49.12,Yes,Brazil,PR,CBLB,Best3BenchKg,30
5-12,Emanuella Costa Veiga,FALSE,SBD,Raw,11.5,NA,Teen,39.35,43,145,1,215.3,218.55,199.27,49.12,Yes,Brazil,PR,CBLB,Best3DeadliftKg,60
5-12,Emersyn Lebold,FALSE,SBD,Raw,10.5,NA,FR-Y2,42.1,44,140,1,199.56,202.83,182.94,43.68,Yes,USA,IN,USAPL,Best3SquatKg,50
5-12,Emersyn Lebold,FALSE,SBD,Raw,10.5,NA,FR-Y2,42.1,44,140,1,199.56,202.83,182.94,43.68,Yes,USA,IN,USAPL,Best3BenchKg,27.5
5-12,Emersyn Lebold,FALSE,SBD,Raw,10.5,NA,FR-Y2,42.1,44,140,1,199.56,202.83,182.94,43.68,Yes,USA,IN,USAPL,Best3DeadliftKg,62.5
5-12,Emily Sexton,FALSE,SBD,Single-ply,10.5,NA,F-Y2,56,56,151.95,1,176.13,178.79,158.14,29.46,Yes,NA,NA,USAPL,Best3SquatKg,56.7
5-12,Emily Sexton,FALSE,SBD,Single-ply,10.5,NA,F-Y2,56,56,151.95,1,176.13,178.79,158.14,29.46,Yes,NA,NA,USAPL,Best3BenchKg,27.22
5-12,Emily Sexton,FALSE,SBD,Single-ply,10.5,NA,F-Y2,56,56,151.95,1,176.13,178.79,158.14,29.46,Yes,NA,NA,USAPL,Best3DeadliftKg,68.04
5-12,Emily Terito,FALSE,SBD,Raw,9.5,NA,FR-Y1,44.85,48,120,1,162.88,166.8,149.3,34.9,Yes,USA,LA,USAPL,Best3SquatKg,50
5-12,Emily Terito,FALSE,SBD,Raw,9.5,NA,FR-Y1,44.85,48,120,1,162.88,166.8,149.3,34.9,Yes,USA,LA,USAPL,Best3BenchKg,20
5-12,Emily Terito,FALSE,SBD,Raw,9.5,NA,FR-Y1,44.85,48,120,1,162.88,166.8,149.3,34.9,Yes,USA,LA,USAPL,Best3DeadliftKg,50
5-12,Emily Tucker,FALSE,SBD,Raw,11,NA,Youth Under 11,44,44,140.61,1,193.67,197.99,177.59,41.74,Yes,NA,NA,AAU,Best3SquatKg,49.9
5-12,Emily Tucker,FALSE,SBD,Raw,11,NA,Youth Under 11,44,44,140.61,1,193.67,197.99,177.59,41.74,Yes,NA,NA,AAU,Best3BenchKg,24.95
5-12,Emily Tucker,FALSE,SBD,Raw,11,NA,Youth Under 11,44,44,140.61,1,193.67,197.99,177.59,41.74,Yes,NA,NA,AAU,Best3DeadliftKg,65.77
5-12,Emma Bilak,FALSE,SBD,Raw,12,NA,Teen 12-13,46.17,48,150.6,1,200,205.14,183.13,42.5,Yes,USA,FL,RAW,Best3SquatKg,47.63
5-12,Emma Bilak,FALSE,SBD,Raw,12,NA,Teen 12-13,46.17,48,150.6,1,200,205.14,183.13,42.5,Yes,USA,FL,RAW,Best3BenchKg,30.39
5-12,Emma Bilak,FALSE,SBD,Raw,12,NA,Teen 12-13,46.17,48,150.6,1,200,205.14,183.13,42.5,Yes,USA,FL,RAW,Best3DeadliftKg,72.58
5-12,Emma Tshontikidis,FALSE,SBD,Raw,10.5,NA,Youth 10-11,48,48,92.99,1,120,123.16,109.62,25.25,Yes,NA,NA,RAW,Best3SquatKg,29.48
5-12,Emma Tshontikidis,FALSE,SBD,Raw,10.5,NA,Youth 10-11,48,48,92.99,1,120,123.16,109.62,25.25,Yes,NA,NA,RAW,Best3BenchKg,22.68
5-12,Emma Tshontikidis,FALSE,SBD,Raw,10.5,NA,Youth 10-11,48,48,92.99,1,120,123.16,109.62,25.25,Yes,NA,NA,RAW,Best3DeadliftKg,40.82
5-12,Emmaline Solomon,FALSE,SBD,Raw,8.5,NA,FR-Y1,27.55,30,63.5,1,94.28,106.42,106.28,NA,Yes,USA,MN,USAPL,Best3SquatKg,20
5-12,Emmaline Solomon,FALSE,SBD,Raw,8.5,NA,FR-Y1,27.55,30,63.5,1,94.28,106.42,106.28,NA,Yes,USA,MN,USAPL,Best3BenchKg,11
5-12,Emmaline Solomon,FALSE,SBD,Raw,8.5,NA,FR-Y1,27.55,30,63.5,1,94.28,106.42,106.28,NA,Yes,USA,MN,USAPL,Best3DeadliftKg,32.5
5-12,Emree Walters,FALSE,SBD,Raw,9.5,NA,FR-Y2,43.75,44,125,1,172.92,176.68,158.57,37.34,Yes,USA,TX,USAPL,Best3SquatKg,40
5-12,Emree Walters,FALSE,SBD,Raw,9.5,NA,FR-Y2,43.75,44,125,1,172.92,176.68,158.57,37.34,Yes,USA,TX,USAPL,Best3BenchKg,25
5-12,Emree Walters,FALSE,SBD,Raw,9.5,NA,FR-Y2,43.75,44,125,1,172.92,176.68,158.57,37.34,Yes,USA,TX,USAPL,Best3DeadliftKg,60
5-12,Ericka Luster,FALSE,SBD,Raw,11,NA,RY 10-11,55.79,56,167.5,1,194.64,197.66,174.85,39.94,Yes,NA,NA,AAU,Best3SquatKg,50
5-12,Ericka Luster,FALSE,SBD,Raw,11,NA,RY 10-11,55.79,56,167.5,1,194.64,197.66,174.85,39.94,Yes,NA,NA,AAU,Best3BenchKg,47.5
5-12,Ericka Luster,FALSE,SBD,Raw,11,NA,RY 10-11,55.79,56,167.5,1,194.64,197.66,174.85,39.94,Yes,NA,NA,AAU,Best3DeadliftKg,70
5-12,Etta Nichols,FALSE,SBD,Raw,11.5,NA,FR-Y3,40.8,43,147.5,1,215.55,217.8,197.36,47.76,Yes,USA,ID,USAPL,Best3SquatKg,50
5-12,Etta Nichols,FALSE,SBD,Raw,11.5,NA,FR-Y3,40.8,43,147.5,1,215.55,217.8,197.36,47.76,Yes,USA,ID,USAPL,Best3BenchKg,30
5-12,Etta Nichols,FALSE,SBD,Raw,11.5,NA,FR-Y3,40.8,43,147.5,1,215.55,217.8,197.36,47.76,Yes,USA,ID,USAPL,Best3DeadliftKg,67.5
5-12,Eva Shargorodskaya,FALSE,SBD,Raw,10.5,NA,Under 14,31.6,43,110,1,163.33,180.82,175.25,NA,Yes,NA,NA,FPR,Best3SquatKg,40
5-12,Eva Shargorodskaya,FALSE,SBD,Raw,10.5,NA,Under 14,31.6,43,110,1,163.33,180.82,175.25,NA,Yes,NA,NA,FPR,Best3BenchKg,20
5-12,Eva Shargorodskaya,FALSE,SBD,Raw,10.5,NA,Under 14,31.6,43,110,1,163.33,180.82,175.25,NA,Yes,NA,NA,FPR,Best3DeadliftKg,50
5-12,Eva-Soul Faatoe,FALSE,SBD,Raw,12,NA,Open,107.75,100+,265,2,219.99,216.44,184.37,46.4,Yes,Australia,VIC,PA,Best3SquatKg,110
5-12,Eva-Soul Faatoe,FALSE,SBD,Raw,12,NA,Open,107.75,100+,265,2,219.99,216.44,184.37,46.4,Yes,Australia,VIC,PA,Best3BenchKg,40
5-12,Eva-Soul Faatoe,FALSE,SBD,Raw,12,NA,Open,107.75,100+,265,2,219.99,216.44,184.37,46.4,Yes,Australia,VIC,PA,Best3DeadliftKg,115
5-12,Evangeline Checchio,FALSE,SBD,Raw,7.5,NA,FR-Y1,28.5,30,77.5,1,115.07,129.58,129.55,NA,Yes,USA,NJ,USAPL,Best3SquatKg,25
5-12,Evangeline Checchio,FALSE,SBD,Raw,7.5,NA,FR-Y1,28.5,30,77.5,1,115.07,129.58,129.55,NA,Yes,USA,NJ,USAPL,Best3BenchKg,17.5
5-12,Evangeline Checchio,FALSE,SBD,Raw,7.5,NA,FR-Y1,28.5,30,77.5,1,115.07,129.58,129.55,NA,Yes,USA,NJ,USAPL,Best3DeadliftKg,35
5-12,Evelyn Johnson,FALSE,SBD,Raw,9.5,NA,FR-Y1,34.66,35,120,1,178.18,191.77,180.19,NA,Yes,USA,CO,USAPL,Best3SquatKg,40
5-12,Evelyn Johnson,FALSE,SBD,Raw,9.5,NA,FR-Y1,34.66,35,120,1,178.18,191.77,180.19,NA,Yes,USA,CO,USAPL,Best3BenchKg,22.5
5-12,Evelyn Johnson,FALSE,SBD,Raw,9.5,NA,FR-Y1,34.66,35,120,1,178.18,191.77,180.19,NA,Yes,USA,CO,USAPL,Best3DeadliftKg,57.5
5-12,Evelyn Mason,FALSE,SBD,Raw,9.5,NA,FR-Y1,26.4,30,78,2,115.81,130.84,130.6,NA,Yes,USA,WA,USAPL,Best3SquatKg,30
5-12,Evelyn Mason,FALSE,SBD,Raw,9.5,NA,FR-Y1,26.4,30,78,2,115.81,130.84,130.6,NA,Yes,USA,WA,USAPL,Best3BenchKg,15.5
5-12,Evelyn Mason,FALSE,SBD,Raw,9.5,NA,FR-Y1,26.4,30,78,2,115.81,130.84,130.6,NA,Yes,USA,WA,USAPL,Best3DeadliftKg,32.5
5-12,Evgeniya Bukharova,FALSE,SBD,Raw,11.5,NA,Sub-Juniors,54.4,57,120,2,141.82,144.44,127.85,29.19,Yes,NA,NA,FPR,Best3SquatKg,32.5
5-12,Evgeniya Bukharova,FALSE,SBD,Raw,11.5,NA,Sub-Juniors,54.4,57,120,2,141.82,144.44,127.85,29.19,Yes,NA,NA,FPR,Best3BenchKg,27.5
5-12,Evgeniya Bukharova,FALSE,SBD,Raw,11.5,NA,Sub-Juniors,54.4,57,120,2,141.82,144.44,127.85,29.19,Yes,NA,NA,FPR,Best3DeadliftKg,60
5-12,Evie Houchen,FALSE,SBD,Raw,11.5,NA,FR-Y2,55.14,57,165,1,193.23,196.51,173.88,39.7,Yes,USA,CO,USAPL,Best3SquatKg,50
5-12,Evie Houchen,FALSE,SBD,Raw,11.5,NA,FR-Y2,55.14,57,165,1,193.23,196.51,173.88,39.7,Yes,USA,CO,USAPL,Best3BenchKg,40
5-12,Evie Houchen,FALSE,SBD,Raw,11.5,NA,FR-Y2,55.14,57,165,1,193.23,196.51,173.88,39.7,Yes,USA,CO,USAPL,Best3DeadliftKg,75
5-12,Evie Schultz,FALSE,SBD,Raw,8,NA,FR-Y,NA,NA,83,1,NA,NA,NA,NA,Yes,USA,MI,AMP,Best3SquatKg,30
5-12,Evie Schultz,FALSE,SBD,Raw,8,NA,FR-Y,NA,NA,83,1,NA,NA,NA,NA,Yes,USA,MI,AMP,Best3BenchKg,18
5-12,Evie Schultz,FALSE,SBD,Raw,8,NA,FR-Y,NA,NA,83,1,NA,NA,NA,NA,Yes,USA,MI,AMP,Best3DeadliftKg,35
5-12,Fairah Pike,FALSE,SBD,Raw,10.5,NA,FR-Y,27.3,30,95,1,141.06,159.28,159.03,NA,Yes,USA,TX,USAPL,Best3SquatKg,30
5-12,Fairah Pike,FALSE,SBD,Raw,10.5,NA,FR-Y,27.3,30,95,1,141.06,159.28,159.03,NA,Yes,USA,TX,USAPL,Best3BenchKg,17.5
5-12,Fairah Pike,FALSE,SBD,Raw,10.5,NA,FR-Y,27.3,30,95,1,141.06,159.28,159.03,NA,Yes,USA,TX,USAPL,Best3DeadliftKg,47.5
5-12,Felicity Bosshardt,FALSE,SBD,Raw,10.5,NA,FR-Y2,45.12,48,110,1,148.63,152.27,136.22,31.79,Yes,USA,TX,USAPL,Best3SquatKg,30
5-12,Felicity Bosshardt,FALSE,SBD,Raw,10.5,NA,FR-Y2,45.12,48,110,1,148.63,152.27,136.22,31.79,Yes,USA,TX,USAPL,Best3BenchKg,20
5-12,Felicity Bosshardt,FALSE,SBD,Raw,10.5,NA,FR-Y2,45.12,48,110,1,148.63,152.27,136.22,31.79,Yes,USA,TX,USAPL,Best3DeadliftKg,60
5-12,Felicity Collier,FALSE,SBD,Raw,9.5,NA,FR-Y1,29.6,30,110,1,163.33,183.1,182.31,NA,Yes,USA,WA,USAPL,Best3SquatKg,35
5-12,Felicity Collier,FALSE,SBD,Raw,9.5,NA,FR-Y1,29.6,30,110,1,163.33,183.1,182.31,NA,Yes,USA,WA,USAPL,Best3BenchKg,22.5
5-12,Felicity Collier,FALSE,SBD,Raw,9.5,NA,FR-Y1,29.6,30,110,1,163.33,183.1,182.31,NA,Yes,USA,WA,USAPL,Best3DeadliftKg,52.5
5-12,Finleigh Caldwell,FALSE,SBD,Raw,8,NA,Youth,25.95,44,103.91,2,154.29,174.3,173.98,NA,Yes,USA,FL,RAW,Best3SquatKg,32.67
5-12,Finleigh Caldwell,FALSE,SBD,Raw,8,NA,Youth,25.95,44,103.91,2,154.29,174.3,173.98,NA,Yes,USA,FL,RAW,Best3BenchKg,18.15
5-12,Finleigh Caldwell,FALSE,SBD,Raw,8,NA,Youth,25.95,44,103.91,2,154.29,174.3,173.98,NA,Yes,USA,FL,RAW,Best3DeadliftKg,53.09
5-12,Finley Dill,FALSE,SBD,Raw,9,NA,Youth,29.7,30,105,1,155.9,174.69,173.67,NA,Yes,USA,FL,RAW,Best3SquatKg,32.5
5-12,Finley Dill,FALSE,SBD,Raw,9,NA,Youth,29.7,30,105,1,155.9,174.69,173.67,NA,Yes,USA,FL,RAW,Best3BenchKg,20
5-12,Finley Dill,FALSE,SBD,Raw,9,NA,Youth,29.7,30,105,1,155.9,174.69,173.67,NA,Yes,USA,FL,RAW,Best3DeadliftKg,52.5
5-12,Finley Montfort,FALSE,SBD,Raw,10,NA,FR-Y2,41.95,44,180,1,257.3,261.36,235.84,56.39,Yes,USA,IL,USAPL,Best3SquatKg,70
5-12,Finley Montfort,FALSE,SBD,Raw,10,NA,FR-Y2,41.95,44,180,1,257.3,261.36,235.84,56.39,Yes,USA,IL,USAPL,Best3BenchKg,30
5-12,Finley Montfort,FALSE,SBD,Raw,10,NA,FR-Y2,41.95,44,180,1,257.3,261.36,235.84,56.39,Yes,USA,IL,USAPL,Best3DeadliftKg,80
5-12,Fiona Paul,FALSE,SBD,Raw,10.5,NA,FR-Y2,58.9,63,190,1,213.11,214.9,189.92,43.51,Yes,USA,DE,USAPL,Best3SquatKg,70
5-12,Fiona Paul,FALSE,SBD,Raw,10.5,NA,FR-Y2,58.9,63,190,1,213.11,214.9,189.92,43.51,Yes,USA,DE,USAPL,Best3BenchKg,35
5-12,Fiona Paul,FALSE,SBD,Raw,10.5,NA,FR-Y2,58.9,63,190,1,213.11,214.9,189.92,43.51,Yes,USA,DE,USAPL,Best3DeadliftKg,85
5-12,Gabby Reyes-Cooke,FALSE,SBD,Raw,11,NA,Amateur Teen 13,44,44,111.13,1,153.06,156.48,140.35,32.99,Yes,NA,NA,IPA,Best3SquatKg,34.02
5-12,Gabby Reyes-Cooke,FALSE,SBD,Raw,11,NA,Amateur Teen 13,44,44,111.13,1,153.06,156.48,140.35,32.99,Yes,NA,NA,IPA,Best3BenchKg,24.95
5-12,Gabby Reyes-Cooke,FALSE,SBD,Raw,11,NA,Amateur Teen 13,44,44,111.13,1,153.06,156.48,140.35,32.99,Yes,NA,NA,IPA,Best3DeadliftKg,52.16
5-12,Gabriella Person,FALSE,SBD,Raw,9,NA,Youth,29.7,44,85,1,126.21,141.42,140.59,NA,Yes,USA,PA,RAW,Best3SquatKg,30
5-12,Gabriella Person,FALSE,SBD,Raw,9,NA,Youth,29.7,44,85,1,126.21,141.42,140.59,NA,Yes,USA,PA,RAW,Best3BenchKg,17.5
5-12,Gabriella Person,FALSE,SBD,Raw,9,NA,Youth,29.7,44,85,1,126.21,141.42,140.59,NA,Yes,USA,PA,RAW,Best3DeadliftKg,37.5
5-12,Gabrielle Dick,FALSE,SBD,Raw,8.5,NA,FR-Y1,46.1,47,62.5,1,83.1,85.23,76.09,17.67,Yes,USA,AZ,USAPL,Best3SquatKg,15
5-12,Gabrielle Dick,FALSE,SBD,Raw,8.5,NA,FR-Y1,46.1,47,62.5,1,83.1,85.23,76.09,17.67,Yes,USA,AZ,USAPL,Best3BenchKg,12.5
5-12,Gabrielle Dick,FALSE,SBD,Raw,8.5,NA,FR-Y1,46.1,47,62.5,1,83.1,85.23,76.09,17.67,Yes,USA,AZ,USAPL,Best3DeadliftKg,35
5-12,Gabrielle Saunders,FALSE,SBD,Raw,12,NA,Teen 12-13,33.5,44,135,2,200.45,218.31,207.29,NA,Yes,USA,NC,RAW,Best3SquatKg,37.5
5-12,Gabrielle Saunders,FALSE,SBD,Raw,12,NA,Teen 12-13,33.5,44,135,2,200.45,218.31,207.29,NA,Yes,USA,NC,RAW,Best3BenchKg,22.5
5-12,Gabrielle Saunders,FALSE,SBD,Raw,12,NA,Teen 12-13,33.5,44,135,2,200.45,218.31,207.29,NA,Yes,USA,NC,RAW,Best3DeadliftKg,75
5-12,Galina Strelenko,FALSE,SBD,Raw,11.5,NA,Sub-Juniors,36.9,40,105,3,155.9,163.47,151.08,38.78,Yes,NA,NA,FPR,Best3SquatKg,35
5-12,Galina Strelenko,FALSE,SBD,Raw,11.5,NA,Sub-Juniors,36.9,40,105,3,155.9,163.47,151.08,38.78,Yes,NA,NA,FPR,Best3BenchKg,25
5-12,Galina Strelenko,FALSE,SBD,Raw,11.5,NA,Sub-Juniors,36.9,40,105,3,155.9,163.47,151.08,38.78,Yes,NA,NA,FPR,Best3DeadliftKg,45
5-12,Gemma Walter,FALSE,SBD,Raw,8.5,NA,FR-Y1,22.75,30,58.5,1,86.86,98.13,97.95,NA,Yes,USA,NE,USAPL,Best3SquatKg,17.5
5-12,Gemma Walter,FALSE,SBD,Raw,8.5,NA,FR-Y1,22.75,30,58.5,1,86.86,98.13,97.95,NA,Yes,USA,NE,USAPL,Best3BenchKg,11
5-12,Gemma Walter,FALSE,SBD,Raw,8.5,NA,FR-Y1,22.75,30,58.5,1,86.86,98.13,97.95,NA,Yes,USA,NE,USAPL,Best3DeadliftKg,30
5-12,Geraldine Gillis,FALSE,SBD,Raw,11,NA,RY 10-11,48,48,170,1,219.38,225.15,200.4,46.17,Yes,NA,NA,AAU,Best3SquatKg,60
5-12,Geraldine Gillis,FALSE,SBD,Raw,11,NA,RY 10-11,48,48,170,1,219.38,225.15,200.4,46.17,Yes,NA,NA,AAU,Best3BenchKg,40
5-12,Geraldine Gillis,FALSE,SBD,Raw,11,NA,RY 10-11,48,48,170,1,219.38,225.15,200.4,46.17,Yes,NA,NA,AAU,Best3DeadliftKg,70
5-12,Gianna Beacham,FALSE,SBD,Raw,12,NA,Open,45.3,48,171,1,230.36,236.05,211.09,49.21,Yes,USA,NC,RAW,Best3SquatKg,57.5
5-12,Gianna Beacham,FALSE,SBD,Raw,12,NA,Open,45.3,48,171,1,230.36,236.05,211.09,49.21,Yes,USA,NC,RAW,Best3BenchKg,35.5
5-12,Gianna Beacham,FALSE,SBD,Raw,12,NA,Open,45.3,48,171,1,230.36,236.05,211.09,49.21,Yes,USA,NC,RAW,Best3DeadliftKg,78
5-12,Gianna Crowley,FALSE,SBD,Raw,11.5,NA,FR-Y,61.1,63,152.5,1,167.14,167.65,148.1,34.05,Yes,USA,WA,USAPL,Best3SquatKg,50
5-12,Gianna Crowley,FALSE,SBD,Raw,11.5,NA,FR-Y,61.1,63,152.5,1,167.14,167.65,148.1,34.05,Yes,USA,WA,USAPL,Best3BenchKg,30
5-12,Gianna Crowley,FALSE,SBD,Raw,11.5,NA,FR-Y,61.1,63,152.5,1,167.14,167.65,148.1,34.05,Yes,USA,WA,USAPL,Best3DeadliftKg,72.5
5-12,Grace Foley,FALSE,SBD,Raw,11.5,NA,FR-Y3,69.2,75,230,1,234.1,230.65,203.36,47.57,Yes,USA,MI,USAPL,Best3SquatKg,85
5-12,Grace Foley,FALSE,SBD,Raw,11.5,NA,FR-Y3,69.2,75,230,1,234.1,230.65,203.36,47.57,Yes,USA,MI,USAPL,Best3BenchKg,42.5
5-12,Grace Foley,FALSE,SBD,Raw,11.5,NA,FR-Y3,69.2,75,230,1,234.1,230.65,203.36,47.57,Yes,USA,MI,USAPL,Best3DeadliftKg,102.5
5-12,Gracie Anable,FALSE,SBD,Raw,10.5,NA,FR-Y2,46.14,47,145,3,192.66,197.6,176.41,40.95,Yes,USA,LA,USAPL,Best3SquatKg,57.5
5-12,Gracie Anable,FALSE,SBD,Raw,10.5,NA,FR-Y2,46.14,47,145,3,192.66,197.6,176.41,40.95,Yes,USA,LA,USAPL,Best3BenchKg,27.5
5-12,Gracie Anable,FALSE,SBD,Raw,10.5,NA,FR-Y2,46.14,47,145,3,192.66,197.6,176.41,40.95,Yes,USA,LA,USAPL,Best3DeadliftKg,60
5-12,Gracie Bushee,FALSE,SBD,Raw,11,NA,Youth,45.2,48,172.5,1,232.77,238.49,213.32,49.76,Yes,USA,NC,RAW,Best3SquatKg,70
5-12,Gracie Bushee,FALSE,SBD,Raw,11,NA,Youth,45.2,48,172.5,1,232.77,238.49,213.32,49.76,Yes,USA,NC,RAW,Best3BenchKg,32.5
5-12,Gracie Bushee,FALSE,SBD,Raw,11,NA,Youth,45.2,48,172.5,1,232.77,238.49,213.32,49.76,Yes,USA,NC,RAW,Best3DeadliftKg,70
5-12,Gracie Pereira,FALSE,SBD,Raw,7,NA,Youth 11 & Under,29.94,44,52.5,3,77.95,87.24,86.42,NA,Yes,USA,AZ,RAW,Best3SquatKg,13
5-12,Gracie Pereira,FALSE,SBD,Raw,7,NA,Youth 11 & Under,29.94,44,52.5,3,77.95,87.24,86.42,NA,Yes,USA,AZ,RAW,Best3BenchKg,10
5-12,Gracie Pereira,FALSE,SBD,Raw,7,NA,Youth 11 & Under,29.94,44,52.5,3,77.95,87.24,86.42,NA,Yes,USA,AZ,RAW,Best3DeadliftKg,30
5-12,Gray Wetenkamp,FALSE,SBD,Raw,9.5,NA,FR-Y,68.85,75,175,1,178.63,176.12,155.3,36.3,Yes,USA,IL,USAPL,Best3SquatKg,55
5-12,Gray Wetenkamp,FALSE,SBD,Raw,9.5,NA,FR-Y,68.85,75,175,1,178.63,176.12,155.3,36.3,Yes,USA,IL,USAPL,Best3BenchKg,42.5
5-12,Gray Wetenkamp,FALSE,SBD,Raw,9.5,NA,FR-Y,68.85,75,175,1,178.63,176.12,155.3,36.3,Yes,USA,IL,USAPL,Best3DeadliftKg,77.5
5-12,Gwendolyn Schrantz,FALSE,SBD,Raw,8,NA,Youth,44,44,97.5,1,134.29,137.29,123.14,28.94,Yes,USA,MT,USPA,Best3SquatKg,27.5
5-12,Gwendolyn Schrantz,FALSE,SBD,Raw,8,NA,Youth,44,44,97.5,1,134.29,137.29,123.14,28.94,Yes,USA,MT,USPA,Best3BenchKg,25
5-12,Gwendolyn Schrantz,FALSE,SBD,Raw,8,NA,Youth,44,44,97.5,1,134.29,137.29,123.14,28.94,Yes,USA,MT,USPA,Best3DeadliftKg,45
5-12,Hadley Chambliss,FALSE,SBD,Raw,10.5,NA,FR-Y2,46.6,47,177.5,1,234.1,240.19,214.26,49.62,Yes,USA,FL,USAPL,Best3SquatKg,62.5
5-12,Hadley Chambliss,FALSE,SBD,Raw,10.5,NA,FR-Y2,46.6,47,177.5,1,234.1,240.19,214.26,49.62,Yes,USA,FL,USAPL,Best3BenchKg,30
5-12,Hadley Chambliss,FALSE,SBD,Raw,10.5,NA,FR-Y2,46.6,47,177.5,1,234.1,240.19,214.26,49.62,Yes,USA,FL,USAPL,Best3DeadliftKg,85
5-12,Hadley Stephens,FALSE,SBD,Raw,11.5,NA,FR-Y2,57.85,60,182.5,1,207.08,209.33,185.05,42.34,Yes,USA,CO,USAPL,Best3SquatKg,60
5-12,Hadley Stephens,FALSE,SBD,Raw,11.5,NA,FR-Y2,57.85,60,182.5,1,207.08,209.33,185.05,42.34,Yes,USA,CO,USAPL,Best3BenchKg,30
5-12,Hadley Stephens,FALSE,SBD,Raw,11.5,NA,FR-Y2,57.85,60,182.5,1,207.08,209.33,185.05,42.34,Yes,USA,CO,USAPL,Best3DeadliftKg,92.5
5-12,Haley Cross,FALSE,SBD,Raw,11.5,NA,FR-Y,49.2,52,175,2,221.82,227.56,202.24,46.43,Yes,USA,WI,USAPL,Best3SquatKg,65
5-12,Haley Cross,FALSE,SBD,Raw,11.5,NA,FR-Y,49.2,52,175,2,221.82,227.56,202.24,46.43,Yes,USA,WI,USAPL,Best3BenchKg,30
5-12,Haley Cross,FALSE,SBD,Raw,11.5,NA,FR-Y,49.2,52,175,2,221.82,227.56,202.24,46.43,Yes,USA,WI,USAPL,Best3DeadliftKg,80
5-12,Haley Dutcher,FALSE,SBD,Raw,11.5,NA,FR-Y2,33.9,35,100,1,148.48,161.07,152.37,NA,Yes,USA,NY,USAPL,Best3SquatKg,30
5-12,Haley Dutcher,FALSE,SBD,Raw,11.5,NA,FR-Y2,33.9,35,100,1,148.48,161.07,152.37,NA,Yes,USA,NY,USAPL,Best3BenchKg,20
5-12,Haley Dutcher,FALSE,SBD,Raw,11.5,NA,FR-Y2,33.9,35,100,1,148.48,161.07,152.37,NA,Yes,USA,NY,USAPL,Best3DeadliftKg,50
5-12,Hannah Damm,FALSE,SBD,Raw,11.5,NA,FR-Y2,34.5,35,95,2,141.06,152.07,143.09,NA,Yes,USA,CA,USAPL,Best3SquatKg,32.5
5-12,Hannah Damm,FALSE,SBD,Raw,11.5,NA,FR-Y2,34.5,35,95,2,141.06,152.07,143.09,NA,Yes,USA,CA,USAPL,Best3BenchKg,25
5-12,Hannah Damm,FALSE,SBD,Raw,11.5,NA,FR-Y2,34.5,35,95,2,141.06,152.07,143.09,NA,Yes,USA,CA,USAPL,Best3DeadliftKg,37.5
5-12,Hannah Preston,FALSE,SBD,Raw,9.5,NA,FR-Y1,27.8,30,77.5,1,115.07,129.83,129.68,NA,Yes,USA,MI,USAPL,Best3SquatKg,25
