Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
Rio,2016,200m,Breaststroke,0,Men,GBR,Andrew Willis,02:07.8,4
Rio,2016,200m,Breaststroke,0,Men,JPN,Yasuhiro Koseki,02:07.8,4
Rio,2016,200m,Breaststroke,0,Men,JPN,Ippei Watanabe,02:07.9,4
Rio,2016,200m,Breaststroke,0,Men,GER,Marco Koch,02:08.0,4
Rio,2016,200m,Breaststroke,0,Men,USA,Kevin Cordes,02:08.3,4
Rio,2016,200m,Butterfly,0,Men,USA,Michael Phelps,01:53.4,1
Rio,2016,200m,Butterfly,0,Men,JPN,Masato Sakai,01:53.4,2
Rio,2016,200m,Butterfly,0,Men,HUN,Tamas Kenderesi,01:53.6,3
Rio,2016,200m,Butterfly,0,Men,RSA,Chad Le Clos,01:54.1,4
Rio,2016,200m,Butterfly,0,Men,JPN,Daiya Seto,01:54.8,4
Rio,2016,200m,Butterfly,0,Men,DEN,Viktor Bromer,01:55.6,4
Rio,2016,200m,Butterfly,0,Men,HUN,Laszlo Cseh,01:56.2,4
Rio,2016,200m,Butterfly,0,Men,BEL,Louis Croenen,01:57.0,4
Rio,2016,200m,Butterfly,0,Women,ESP,Mireia Belmonte,02:04.8,1
Rio,2016,200m,Butterfly,0,Women,AUS,Madeline Groves,02:04.9,2
Rio,2016,200m,Butterfly,0,Women,JPN,Natsumi Hoshi,02:05.2,3
Rio,2016,200m,Butterfly,0,Women,USA,Cammile Adams,02:05.9,4
Rio,2016,200m,Butterfly,0,Women,CHN,Yilin Zhou,02:07.4,4
Rio,2016,200m,Butterfly,0,Women,CHN,Yufei Zhang,02:07.4,4
Rio,2016,200m,Butterfly,0,Women,USA,Hali Flickinger,02:07.7,4
Rio,2016,200m,Butterfly,0,Women,AUS,Brianna Throssell,02:07.9,4
Rio,2016,200m,Freestyle,0,Men,CHN,Yang Sun,01:44.7,1
Rio,2016,200m,Freestyle,0,Men,RSA,Chad Le Clos,01:45.2,2
Rio,2016,200m,Freestyle,0,Men,USA,Conor Dwyer,01:45.2,3
Rio,2016,200m,Freestyle,0,Men,GBR,James Guy,01:45.5,4
Rio,2016,200m,Freestyle,0,Men,USA,Townley Haas,01:45.6,4
Rio,2016,200m,Freestyle,0,Men,GER,Paul Biedermann,01:45.8,4
Rio,2016,200m,Freestyle,0,Men,JPN,Kosuke Hagino,01:45.9,4
Rio,2016,200m,Freestyle,0,Men,RUS,Aleksandr Krasnykh,01:45.9,4
Rio,2016,200m,Freestyle,0,Women,USA,Katie Ledecky,01:53.7,1
Rio,2016,200m,Freestyle,0,Women,SWE,Sarah Sjostrom,01:54.1,2
Rio,2016,200m,Freestyle,0,Women,AUS,Emma Mckeon,01:54.9,3
Rio,2016,200m,Freestyle,0,Women,ITA,Federica Pellegrini,01:55.2,4
Rio,2016,200m,Freestyle,0,Women,CHN,Duo Shen,01:55.3,4
Rio,2016,200m,Freestyle,0,Women,AUS,Bronte Barratt,01:55.3,4
Rio,2016,200m,Freestyle,0,Women,SWE,Michelle Coleman,01:56.3,4
Rio,2016,200m,Freestyle,0,Women,FRA,Charlotte Bonnet,01:56.3,4
Rio,2016,200m,Individual medley,0,Men,USA,Michael Phelps,01:54.7,1
Rio,2016,200m,Individual medley,0,Men,JPN,Kosuke Hagino,01:56.6,2
Rio,2016,200m,Individual medley,0,Men,CHN,Shun Wang,01:57.1,3
Rio,2016,200m,Individual medley,0,Men,JPN,Hiromasa Fujimori,01:57.2,4
Rio,2016,200m,Individual medley,0,Men,USA,Ryan Lochte,01:57.5,4
Rio,2016,200m,Individual medley,0,Men,GER,Philip Heintz,01:57.5,4
Rio,2016,200m,Individual medley,0,Men,BRA,Thiago Pereira,01:58.0,4
Rio,2016,200m,Individual medley,0,Men,GBR,Dan Wallace,01:58.5,4
Rio,2016,200m,Individual medley,0,Women,HUN,Katinka Hosszu,02:06.6,1
Rio,2016,200m,Individual medley,0,Women,GBR,Siobhan-Marie Oconnor,02:06.9,2
Rio,2016,200m,Individual medley,0,Women,USA,Madeline Dirado,02:08.8,3
Rio,2016,200m,Individual medley,0,Women,USA,Melanie Margalis,02:09.2,4
Rio,2016,200m,Individual medley,0,Women,AUS,Alicia Coutts,02:10.9,4
Rio,2016,200m,Individual medley,0,Women,CAN,Sydney Pickrem,02:11.2,4
Rio,2016,200m,Individual medley,0,Women,RUS,Viktoriya Andreyeva,02:12.3,4
Rio,2016,200m,Individual medley,0,Women,CHN,Shiwen Ye,02:13.6,4
Rio,2016,400m,Freestyle,0,Men,AUS,Mack Horton,03:41.6,1
Rio,2016,400m,Freestyle,0,Men,CHN,Yang Sun,03:41.7,2
Rio,2016,400m,Freestyle,0,Men,ITA,Gabriele Detti,03:43.5,3
Rio,2016,400m,Freestyle,0,Men,USA,Conor Dwyer,03:44.0,4
Rio,2016,400m,Freestyle,0,Men,USA,Connor Jaeger,03:44.2,4
Rio,2016,400m,Freestyle,0,Men,GBR,James Guy,03:44.7,4
Rio,2016,400m,Freestyle,0,Men,AUS,David Mckeon,03:45.3,4
Rio,2016,400m,Freestyle,0,Men,FRA,Jordan Pothain,03:49.1,4
Rio,2016,400m,Freestyle,0,Women,USA,Katie Ledecky,03:56.5,1
Rio,2016,400m,Freestyle,0,Women,GBR,Jazz Carlin,04:01.2,2
Rio,2016,400m,Freestyle,0,Women,USA,Leah Smith,04:01.9,3
Rio,2016,400m,Freestyle,0,Women,HUN,Boglarka Kapas,04:02.4,4
Rio,2016,400m,Freestyle,0,Women,CAN,Brittany Maclean,04:04.7,4
Rio,2016,400m,Freestyle,0,Women,AUS,Tamsin Cook,04:05.3,4
Rio,2016,400m,Freestyle,0,Women,AUS,Jessica Ashwood,04:05.7,4
Rio,2016,400m,Freestyle,0,Women,FRA,Coralie Balmy,04:07.0,4
Rio,2016,400m,Individual medley,0,Men,JPN,Kosuke Hagino,04:06.0,1
Rio,2016,400m,Individual medley,0,Men,USA,Chase Kalisz,04:06.8,2
Rio,2016,400m,Individual medley,0,Men,JPN,Daiya Seto,04:09.7,3
Rio,2016,400m,Individual medley,0,Men,GBR,Max Litchfield,04:11.6,4
Rio,2016,400m,Individual medley,0,Men,USA,Jay Litherland,04:11.7,4
Rio,2016,400m,Individual medley,0,Men,AUS,Thomas Fraser-Holmes,04:11.9,4
Rio,2016,400m,Individual medley,0,Men,AUS,Travis Mahoney,04:15.5,4
Rio,2016,400m,Individual medley,0,Men,ESP,Joan Lluis Pons Ramon,04:16.6,4
Rio,2016,400m,Individual medley,0,Women,HUN,Katinka Hosszu,04:26.4,1
Rio,2016,400m,Individual medley,0,Women,USA,Madeline Dirado,04:31.1,2
Rio,2016,400m,Individual medley,0,Women,ESP,Mireia Belmonte,04:32.4,3
Rio,2016,400m,Individual medley,0,Women,GBR,Hannah Miley,04:32.5,4
Rio,2016,400m,Individual medley,0,Women,CAN,Emily Overholt,04:34.7,4
Rio,2016,400m,Individual medley,0,Women,USA,Elizabeth Beisel,04:35.0,4
Rio,2016,400m,Individual medley,0,Women,GBR,Aimee Willmott,04:35.0,4
Rio,2016,400m,Individual medley,0,Women,JPN,Sakiko Shimizu,04:38.1,4
Rio,2016,4x100,Freestyle,1,Men,USA,"Ryan Held, Anthony Ervin, Michael Phelps, James Feigen, Nathan Adrian, Caeleb Dressel, Blake Pieroni",03:09.9,1
Rio,2016,4x100,Freestyle,1,Men,FRA,"William Meynard, Jeremy Stravius, Fabien Gilot, Mehdy Metella, Florent Manaudou, Clement Mignon",03:10.5,2
Rio,2016,4x100,Freestyle,1,Men,AUS,"Cameron Mcevoy, Kyle Chalmers, Matthew Abood, James Magnussen, James Roberts",03:11.4,3
Rio,2016,4x100,Freestyle,1,Men,RUS,"Aleksandr Popkov, Andrey Grechin, Danila Izotov, Alexander Sukhorukov, Vladimir Morozov",03:11.6,4
Rio,2016,4x100,Freestyle,1,Men,BRA,"Joao De Lucca, Marcelo Chierighini, Gabriel Da Silva Santos, Matheus Santana, Nicolas Nilo",03:13.2,4
Rio,2016,4x100,Freestyle,1,Men,BEL,"Dieter Dekoninck, Pieter Timmers, Jasper Aerents, Emmanuel Vanluchene, Glenn Surgeloose",03:13.6,4
Rio,2016,4x100,Freestyle,1,Men,CAN,"Markus Thormeyer, Yuri Kisil, Santo Condorelli, Evan Van Moerkerke",03:14.3,4
Rio,2016,4x100,Freestyle,1,Men,JPN,"Junya Koga, Shinri Shioura, Katsumi Nakamura, Kenji Kobase",03:14.5,4
Rio,2016,4x100,Freestyle,1,Women,AUS,"Emma Mckeon, Madison Wilson, Bronte Campbell, Brittany Elmslie, Cate Campbell",03:30.7,1
Rio,2016,4x100,Freestyle,1,Women,USA,"Simone Manuel, Lia Neal, Dana Vollmer, Allison Schmitt, Amanda Weir, Katie Ledecky, Abbey Weitzeil",03:31.9,2
Rio,2016,4x100,Freestyle,1,Women,CAN,"Chantal Van Landeghem, Penny Oleksiak, Sandrine Mainville, Taylor Madison Ruck, Michelle Williams",03:32.9,3
Rio,2016,4x100,Freestyle,1,Women,NZ,"Maud Van Der Meer, Ranomi Kromowidjojo, Marrit Steenbergen, Inge Dekker, Femke Heemskerk",03:33.8,4
Rio,2016,4x100,Freestyle,1,Women,SWE,"Sarah Sjostrom, Michelle Coleman, Louise Hansson, Ida Lindborg, Ida Marko-Varga",03:35.9,4
Rio,2016,4x100,Freestyle,1,Women,NL,"Erika Ferraioli, Aglaia Pezzato, Federica Pellegrini, Silvia Di Pietro",03:36.8,4
Rio,2016,4x100,Freestyle,1,Women,FRA,"Mathilde Cini, Beryl Gastaldello, Anna Santamans, Charlotte Bonnet",03:37.4,4
Rio,2016,4x100,Freestyle,1,Women,JPN,"Yayoi Matsumoto, Rikako Ikee, Miki Uchida, Misaki Yamaguchi",03:37.8,4
Rio,2016,4x100,Medley,1,Men,USA,"Tom Shields, Cody Miller, Michael Phelps, Kevin Cordes, Ryan Murphy, David Plummer, Caeleb Dressel, Nathan Adrian",03:27.9,2
Rio,2016,4x100,Medley,1,Men,GBR,"Chris Walker-Hebborn, Duncan Scott, James Guy, Adam Peaty",03:29.2,3
Rio,2016,4x100,Medley,1,Men,AUS,"Cameron Mcevoy, David Morgan, Mitchell Larkin, Kyle Chalmers, Jake Packard",03:29.9,4
Rio,2016,4x100,Medley,1,Men,RUS,"Aleksandr Sadovnikov, Anton Chupkov, Evgeny Koptelov, Vladimir Morozov, Grigory Tarasevich, Evgeny Rylov, Alexander Sukhorukov",03:31.3,4
Rio,2016,4x100,Medley,1,Men,JPN,"Yasuhiro Koseki, Katsumi Nakamura, Ryosuke Irie, Takuro Fujii",03:32.0,4
Rio,2016,4x100,Medley,1,Men,BRA,"Marcelo Chierighini, Joao Gomes, Guilherme Guido, Henrique Martins, Felipe Franca",03:32.8,4
Rio,2016,4x100,Medley,1,Men,GER,"Steffen Deibler, Marco Koch, Damian Wierling, Christian Vom Lehn, Jan-Philip Glania",03:33.5,4
Rio,2016,4x100,Medley,1,Men,IR,"Bence Pulai, Richard Bohus, Daniel Gyurta, Gabor Balog",,5
Rio,2016,4x100,Medley,1,Women,USA,"Kathleen Baker, Lilly King, Kelsi Worrell, Katie Meili, Dana Vollmer, Olivia Smoliga, Simone Manuel, Abbey Weitzeil",03:53.1,1
Rio,2016,4x100,Medley,1,Women,AUS,"Madison Wilson, Emily Seebohm, Taylor Mckeown, Emma Mckeon, Brittany Elmslie, Madeline Groves, Cate Campbell",03:55.0,2
Rio,2016,4x100,Medley,1,Women,DEN,"Rikke Moller Pedersen, Mie Nielsen, Jeanette Ottesen, Pernille Blume",03:55.0,3
Rio,2016,4x100,Medley,1,Women,CHN,,03:55.2,4
Rio,2016,4x100,Medley,1,Women,CAN,,03:55.5,4
Rio,2016,4x100,Medley,1,Women,RUS,,03:55.7,4
Rio,2016,4x100,Medley,1,Women,GBR,,03:57.0,4
Rio,2016,4x100,Medley,1,Women,ITA,"Ilaria Bianchi, Carlotta Zofkova, Federica Pellegrini, Arianna Castiglioni",03:59.5,4
Rio,2016,4x200,Freestyle,1,Men,USA,"Gunnar Bentz, Townley Haas, Ryan Lochte, Jack Conger, Conor Dwyer, Michael Phelps, Clark Smith",07:00.7,1
Rio,2016,4x200,Freestyle,1,Men,GBR,"Dan Wallace, James Guy, Robbie Renwick, Stephen Milne, Duncan Scott",07:03.1,2
Rio,2016,4x200,Freestyle,1,Men,JPN,"Yuki Kobori, Naito Ehara, Takeshi Matsuda, Kosuke Hagino",07:03.5,3
Rio,2016,4x200,Freestyle,1,Men,AUS,"Daniel Smith, Mack Horton, Thomas Fraser-Holmes, Jacob Hansford, David Mckeon",07:04.2,4
Rio,2016,4x200,Freestyle,1,Men,RUS,"Aleksandr Krasnykh, Mikhail Dovgalyuk, Nikita Lobintsev, Viacheslav Andrusenko, Danila Izotov",07:05.7,4
Rio,2016,4x200,Freestyle,1,Men,GER,,07:07.3,4
Rio,2016,4x200,Freestyle,1,Men,NLD,"Maarten Brzoskowski, Ben Schwietert, Sebastiaan Verschuren, Kyle Stolk, Dion Dreesens",07:09.1,4
Rio,2016,4x200,Freestyle,1,Men,BEL,"Dieter Dekoninck, Louis Croenen, Glenn Surgeloose, Emmanuel Vanluchene, Pieter Timmers",07:11.6,4
Rio,2016,4x200,Freestyle,1,Women,USA,"Katie Ledecky, Allison Schmitt, Madeline Dirado, Leah Smith, Missy Franklin, Melanie Margalis, Cierra Runge",07:43.0,1
Rio,2016,4x200,Freestyle,1,Women,AUS,"Jessica Ashwood, Bronte Barratt, Emma Mckeon, Tamsin Cook, Leah Neale",07:44.9,2
Rio,2016,4x200,Freestyle,1,Women,CAN,"Emily Overholt, Taylor Madison Ruck, Penny Oleksiak, Brittany Maclean, Katerine Savard, Kennedy Goss",07:45.4,3
Rio,2016,4x200,Freestyle,1,Women,CHN,"Yuhan Zhang, Jie Dong, Duo Shen, Yanhan Ai, Shijia Wang",07:48.0,4
Rio,2016,4x200,Freestyle,1,Women,SWE,"Michelle Coleman, Louise Hansson, Ida Marko-Varga, Sarah Sjostrom",07:50.3,4
Rio,2016,4x200,Freestyle,1,Women,HUN,"Zsuzsanna Jakabos, Evelin Verraszto, Ajna Kesely, Boglarka Kapas, Katinka Hosszu",07:51.0,4
Rio,2016,4x200,Freestyle,1,Women,RUS,"Arina Openysheva, Daria Ustinova, Veronika Popova",07:53.3,4
Rio,2016,4x200,Freestyle,1,Women,JPN,"Rikako Ikee, Chihiro Igarashi, Sachi Mochida, Tomomi Aoki",07:56.8,4
Rio,2016,50m,Freestyle,0,Men,USA,Anthony Ervin,21.4,1
Rio,2016,50m,Freestyle,0,Men,FRA,Florent Manaudou,21.41,2
Rio,2016,50m,Freestyle,0,Men,USA,Nathan Adrian,21.49,3
Rio,2016,50m,Freestyle,0,Men,GBR,Ben Proud,21.68,4
Rio,2016,50m,Freestyle,0,Men,UKR,Andriy Hovorov,21.74,4
Rio,2016,50m,Freestyle,0,Men,BRA,Bruno Fratus,21.79,4
Rio,2016,50m,Freestyle,0,Men,RSA,Bradley Edward Tandy,21.79,4
Rio,2016,50m,Freestyle,0,Men,LTU,Simonas Bilis,22.08,4
Rio,2016,50m,Freestyle,0,Women,DEN,Pernille Blume,24.07,1
Rio,2016,50m,Freestyle,0,Women,USA,Simone Manuel,24.09,2
Rio,2016,50m,Freestyle,0,Women,BLR,Aliaksandra Herasimenia,24.11,3
Rio,2016,50m,Freestyle,0,Women,GBR,Francesca Halsall,24.13,4
Rio,2016,50m,Freestyle,0,Women,AUS,Cate Campbell,24.15,4
Rio,2016,50m,Freestyle,0,Women,NED,Ranomi Kromowidjojo,24.19,4
Rio,2016,50m,Freestyle,0,Women,AUS,Bronte Campbell,24.42,4
Rio,2016,50m,Freestyle,0,Women,BRA,Etiene Medeiros,24.69,4
Rio,2016,800m,Freestyle,0,Women,USA,Katie Ledecky,08:04.8,1
Rio,2016,800m,Freestyle,0,Women,GBR,Jazz Carlin,08:16.2,2
Rio,2016,800m,Freestyle,0,Women,HUN,Boglarka Kapas,08:16.4,3
Rio,2016,800m,Freestyle,0,Women,ESP,Mireia Belmonte,08:18.6,4
Rio,2016,800m,Freestyle,0,Women,AUS,Jessica Ashwood,08:20.3,4
Rio,2016,800m,Freestyle,0,Women,USA,Leah Smith,08:20.9,4
Rio,2016,800m,Freestyle,0,Women,DEN,Lotte Friis,08:24.5,4
Rio,2016,800m,Freestyle,0,Women,GER,Sarah Kohler,08:27.8,4
London,2012,100m,Backstroke,0,Men,USA,Matt Grevers,52.16,1
London,2012,100m,Backstroke,0,Men,USA,Nick Thoman,52.92,2
London,2012,100m,Backstroke,0,Men,JPN,Ryosuke Irie,52.97,3
London,2012,100m,Backstroke,0,Men,FRA,Camille Lacourt,53.08,4
London,2012,100m,Backstroke,0,Men,GBR,Liam Tancock,53.35,4
London,2012,100m,Backstroke,0,Men,GER,Helge Meeuw,53.48,4
London,2012,100m,Backstroke,0,Men,AUS,Hayden Stoeckel,53.55,4
London,2012,100m,Backstroke,0,Men,CHN,Feiyi Cheng,53.77,4
London,2012,100m,Backstroke,0,Women,USA,Missy Franklin,58.33,2
London,2012,100m,Backstroke,0,Women,AUS,Emily Seebohm,58.68,3
London,2012,100m,Backstroke,0,Women,JPN,Aya Terakawa,58.83,4
London,2012,100m,Backstroke,0,Women,RUS,Anastasia Zueva,59,4
London,2012,100m,Backstroke,0,Women,GBR,Gemma Spofforth,59.2,4
London,2012,100m,Backstroke,0,Women,CHN,Jing Zhao,59.23,4
London,2012,100m,Backstroke,0,Women,AUS,Belinda Hocking,59.29,4
London,2012,100m,Backstroke,0,Women,CHN,Yuanhui Fu,01:00.5,1
London,2012,100m,Breaststroke,0,Men,RSA,Cameron Van Der Burgh,58.46,2
London,2012,100m,Breaststroke,0,Men,AUS,Christian Sprenger,58.93,3
London,2012,100m,Breaststroke,0,Men,USA,Brendan Hansen,59.49,4
London,2012,100m,Breaststroke,0,Men,HUN,Daniel Gyurta,59.53,4
London,2012,100m,Breaststroke,0,Men,JPN,Kosuke Kitajima,59.79,4
London,2012,100m,Breaststroke,0,Men,AUS,Brenton Rickard,59.87,4
London,2012,100m,Breaststroke,0,Men,ITA,Fabio Scozzoli,59.97,4
London,2012,100m,Breaststroke,0,Men,LTU,Giedrius Titenis,01:00.8,1
London,2012,100m,Breaststroke,0,Women,LTU,Ruta Meilutyte,01:05.5,1
London,2012,100m,Breaststroke,0,Women,USA,Rebecca Soni,01:05.5,2
London,2012,100m,Breaststroke,0,Women,JPN,Satomi Suzuki,01:06.5,3
London,2012,100m,Breaststroke,0,Women,JAM,Alia Atkinson,01:06.9,4
London,2012,100m,Breaststroke,0,Women,AUS,Leisel Jones,01:07.0,4
London,2012,100m,Breaststroke,0,Women,USA,Breeja Larson,01:07.0,4
London,2012,100m,Breaststroke,0,Women,RUS,Yuliya Efimova,01:07.0,4
London,2012,100m,Breaststroke,0,Women,DEN,Rikke Moller Pedersen,01:07.5,4
London,2012,100m,Butterfly,0,Men,USA,Michael Phelps,51.21,1
London,2012,100m,Butterfly,0,Men,RSA,Chad Le Clos,51.44,2
London,2012,100m,Butterfly,0,Men,RUS,Evgeny Korotyshkin,51.44,2
London,2012,100m,Butterfly,0,Men,SRB,Milorad Cavic,51.81,4
London,2012,100m,Butterfly,0,Men,GER,Steffen Deibler,51.81,4
London,2012,100m,Butterfly,0,Men,NED,Joeri Verlinden,51.82,4
London,2012,100m,Butterfly,0,Men,USA,Tyler Mcgill,51.88,4
London,2012,100m,Butterfly,0,Men,POL,Konrad Czerniak,52.05,4
London,2012,100m,Butterfly,0,Women,USA,Dana Vollmer,55.98,1
London,2012,100m,Butterfly,0,Women,CHN,Ying Lu,56.87,2
London,2012,100m,Butterfly,0,Women,AUS,Alicia Coutts,56.94,3
London,2012,100m,Butterfly,0,Women,SWE,Sarah Sjostrom,57.17,4
London,2012,100m,Butterfly,0,Women,ITA,Ilaria Bianchi,57.27,4
London,2012,100m,Butterfly,0,Women,DEN,Jeanette Ottesen,57.35,4
London,2012,100m,Butterfly,0,Women,USA,Claire Donahue,57.48,4
London,2012,100m,Butterfly,0,Women,GBR,Ellen Gandy,57.76,4
London,2012,100m,Freestyle,0,Men,USA,Nathan Adrian,47.52,1
London,2012,100m,Freestyle,0,Men,AUS,James Magnussen,47.53,2
London,2012,100m,Freestyle,0,Men,CAN,Brent Hayden,47.8,3
London,2012,100m,Freestyle,0,Men,FRA,Yannick Agnel,47.84,4
London,2012,100m,Freestyle,0,Men,NED,Sebastiaan Verschuren,47.88,4
London,2012,100m,Freestyle,0,Men,BRA,Cesar Cielo Filho,47.92,4
London,2012,100m,Freestyle,0,Men,CUB,Hanser Garcia,48.04,4
London,2012,100m,Freestyle,0,Men,RUS,Nikita Lobintsev,48.44,4
London,2012,100m,Freestyle,0,Women,NED,Ranomi Kromowidjojo,53,1
London,2012,100m,Freestyle,0,Women,BLR,Aliaksandra Herasimenia,53.38,2
London,2012,100m,Freestyle,0,Women,CHN,Yi Tang,53.44,3
London,2012,100m,Freestyle,0,Women,AUS,Melanie Schlanger,53.47,4
London,2012,100m,Freestyle,0,Women,USA,Missy Franklin,53.64,4
London,2012,100m,Freestyle,0,Women,GBR,Francesca Halsall,53.66,4
London,2012,100m,Freestyle,0,Women,DEN,Jeanette Ottesen,53.75,4
London,2012,100m,Freestyle,0,Women,USA,Jessica Hardy,54.02,4
London,2012,1500m,Freestyle,0,Men,CHN,Yang Sun,14:31.0,1
London,2012,1500m,Freestyle,0,Men,CAN,Ryan Cochrane,14:39.6,2
London,2012,1500m,Freestyle,0,Men,TUN,Oussama Mellouli,14:40.3,3
London,2012,1500m,Freestyle,0,Men,KOR,Tae-Hwan Park,14:50.6,4
London,2012,1500m,Freestyle,0,Men,ITA,Gregorio Paltrinieri,14:51.9,4
London,2012,1500m,Freestyle,0,Men,USA,Connor Jaeger,14:53.0,4
London,2012,1500m,Freestyle,0,Men,POL,Mateusz Sawrymowicz,14:54.3,4
London,2012,1500m,Freestyle,0,Men,GBR,Daniel Fogg,15:00.8,4
London,2012,200m,Backstroke,0,Men,USA,Tyler Clary,01:53.4,1
London,2012,200m,Backstroke,0,Men,JPN,Ryosuke Irie,01:53.8,2
London,2012,200m,Backstroke,0,Men,USA,Ryan Lochte,01:53.9,3
London,2012,200m,Backstroke,0,Men,POL,Radoslaw Kawecki,01:55.6,4
London,2012,200m,Backstroke,0,Men,CHN,Fenglin Zhang,01:55.6,4
London,2012,200m,Backstroke,0,Men,JPN,Kazuki Watanabe,01:57.0,4
London,2012,200m,Backstroke,0,Men,ISR,Yakov Toumarkin,01:57.6,4
London,2012,200m,Backstroke,0,Men,AUS,Mitchell Larkin,01:58.0,4
London,2012,200m,Backstroke,0,Women,USA,Missy Franklin,02:04.1,1
London,2012,200m,Backstroke,0,Women,RUS,Anastasia Zueva,02:05.9,2
London,2012,200m,Backstroke,0,Women,USA,Elizabeth Beisel,02:06.5,3
London,2012,200m,Backstroke,0,Women,GBR,Elizabeth Simmonds,02:07.3,4
London,2012,200m,Backstroke,0,Women,AUS,Meagen Nay,02:07.4,4
London,2012,200m,Backstroke,0,Women,ZIM,Kirsty Leigh Coventry,02:08.2,4
London,2012,200m,Backstroke,0,Women,FRA,Alexianne Castel,02:08.4,4
London,2012,200m,Backstroke,0,Women,CAN,Sinead Russell,02:09.9,4
London,2012,200m,Breaststroke,0,Men,HUN,Daniel Gyurta,02:07.3,1
London,2012,200m,Breaststroke,0,Men,GBR,Michael Jamieson,02:07.4,2
London,2012,200m,Breaststroke,0,Men,JPN,Ryo Tateishi,02:08.3,3
London,2012,200m,Breaststroke,0,Men,JPN,Kosuke Kitajima,02:08.4,4
London,2012,200m,Breaststroke,0,Men,USA,Scott Weltz,02:09.0,4
London,2012,200m,Breaststroke,0,Men,USA,Clark Burckle,02:09.2,4
London,2012,200m,Breaststroke,0,Men,AUS,Brenton Rickard,02:09.3,4
London,2012,200m,Breaststroke,0,Men,GBR,Andrew Willis,02:09.4,4
London,2012,200m,Breaststroke,0,Women,USA,Rebecca Soni,02:19.6,1
London,2012,200m,Breaststroke,0,Women,JPN,Satomi Suzuki,02:20.7,2
London,2012,200m,Breaststroke,0,Women,RUS,Yuliya Efimova,02:20.9,3
London,2012,200m,Breaststroke,0,Women,DEN,Rikke Moller Pedersen,02:21.7,4
London,2012,200m,Breaststroke,0,Women,CAN,Martha Mccabe,02:23.2,4
London,2012,200m,Breaststroke,0,Women,USA,Micah Lawrence,02:23.3,4
London,2012,200m,Breaststroke,0,Women,RSA,Suzaan Van Biljon,02:23.7,4
London,2012,200m,Breaststroke,0,Women,AUS,Sally Foster,02:26.0,4
London,2012,200m,Butterfly,0,Men,RSA,Chad Le Clos,01:53.0,1
London,2012,200m,Butterfly,0,Men,USA,Michael Phelps,01:53.0,2
London,2012,200m,Butterfly,0,Men,JPN,Takeshi Matsuda,01:53.2,3
London,2012,200m,Butterfly,0,Men,AUT,Dinko Jukic,01:54.4,4
London,2012,200m,Butterfly,0,Men,USA,Tyler Clary,01:55.1,4
London,2012,200m,Butterfly,0,Men,SRB,Velimir Stjepanovic,01:55.1,4
London,2012,200m,Butterfly,0,Men,POL,Pawel Korzeniowski,01:55.1,4
London,2012,200m,Butterfly,0,Men,CHN,Yin Chen,01:55.2,4
London,2012,200m,Butterfly,0,Women,CHN,Liuyang Jiao,02:04.1,1
London,2012,200m,Butterfly,0,Women,ESP,Mireia Belmonte,02:05.3,2
London,2012,200m,Butterfly,0,Women,JPN,Natsumi Hoshi,02:05.5,3
London,2012,200m,Butterfly,0,Women,USA,Kathleen Hersey,02:05.8,4
London,2012,200m,Butterfly,0,Women,USA,Cammile Adams,02:06.8,4
London,2012,200m,Butterfly,0,Women,GBR,Jemma Lowe,02:06.8,4
London,2012,200m,Butterfly,0,Women,HUN,Zsuzsanna Jakabos,02:07.3,4
London,2012,200m,Butterfly,0,Women,CHN,Zige Liu,02:07.8,4
London,2012,200m,Freestyle,0,Men,FRA,Yannick Agnel,01:43.1,1
London,2012,200m,Freestyle,0,Men,KOR,Tae-Hwan Park,01:44.9,2
London,2012,200m,Freestyle,0,Men,CHN,Yang Sun,01:44.9,2
London,2012,200m,Freestyle,0,Men,USA,Ryan Lochte,01:45.0,4
London,2012,200m,Freestyle,0,Men,GER,Paul Biedermann,01:45.5,4
London,2012,200m,Freestyle,0,Men,GBR,Robbie Renwick,01:46.5,4
London,2012,200m,Freestyle,0,Men,AUS,Thomas Fraser-Holmes,01:46.9,4
London,2012,200m,Freestyle,0,Men,RUS,Danila Izotov,01:47.8,4
London,2012,200m,Freestyle,0,Women,USA,Allison Schmitt,01:53.6,1
London,2012,200m,Freestyle,0,Women,FRA,Camille Muffat,01:55.6,2
London,2012,200m,Freestyle,0,Women,AUS,Bronte Barratt,01:55.8,3
London,2012,200m,Freestyle,0,Women,USA,Missy Franklin,01:55.8,4
London,2012,200m,Freestyle,0,Women,ITA,Federica Pellegrini,01:56.7,4
London,2012,200m,Freestyle,0,Women,RUS,Veronika Popova,01:57.2,4
London,2012,200m,Freestyle,0,Women,GBR,Caitlin Mcclatchey,01:57.6,4
London,2012,200m,Freestyle,0,Women,AUS,Kylie Palmer,01:57.7,4
London,2012,200m,Individual medley,0,Men,USA,Michael Phelps,01:54.3,1
London,2012,200m,Individual medley,0,Men,USA,Ryan Lochte,01:54.9,2
London,2012,200m,Individual medley,0,Men,HUN,Laszlo Cseh,01:56.2,3
London,2012,200m,Individual medley,0,Men,BRA,Thiago Pereira,01:56.7,4
London,2012,200m,Individual medley,0,Men,JPN,Kosuke Hagino,01:57.4,4
London,2012,200m,Individual medley,0,Men,JPN,Ken Takakuwa,01:58.5,4
London,2012,200m,Individual medley,0,Men,GBR,James Goddard,01:59.1,4
