"","fighter_name","Weight","Reach","Stance","SLpM","Str_Acc","SApM","Str_Def","TD_Avg","TD_Acc","TD_Def","Sub_Avg","birthyear","height_inches"
"277","Mitch Clarke",155,73,"Orthodox",2.35,34,3.27,47,0.64,15,50,0.4,1985,70
"278","Marloes Coenen",145,67,"",2.15,51,1.9,67,0.82,30,41,2.5,1981,69
"279","Felipe Colares",135,69,"Orthodox",1.13,42,3,32,2,25,34,1,1994,68
"280","Mark Coleman",205,75,"Orthodox",1.88,52,2.62,40,3.89,40,50,0.8,1964,73
"281","Clay Collard",145,73,"Orthodox",4.22,32,5,50,2.81,39,71,0.5,1993,71
"282","Jamie Colleen",115,65,"Orthodox",3.11,61,5.66,33,0.52,33,50,1.6,1985,63
"283","Jake Collier",230,78,"Orthodox",4.92,41,4.09,53,0.57,23,67,0.4,1988,75
"284","Carlos Condit",170,75,"Orthodox",3.63,39,2.49,56,0.62,54,39,1,1984,74
"285","Montserrat Conejo",115,61,"Southpaw",1,36,2.07,52,4,80,0,2,1993,60
"286","Tristan Connelly",170,68,"Orthodox",4.27,51,2.13,57,0,0,60,1,1985,70
"287","Michael Cora",170,77,"Southpaw",0.8,28,0.13,66,0,0,25,0,1989,73
"288","Amanda Cooper",115,64,"Switch",3.55,44,3.2,51,1.53,38,28,1.8,1991,63
"289","Akira Corassani",145,68,"Orthodox",3.25,45,4.91,50,0.7,28,86,0,1982,68
"290","Chris Cope",170,72,"Orthodox",3.96,26,4.82,50,0,0,80,0,1983,72
"291","Daniel Cormier",235,72,"Orthodox",4.25,52,2.92,54,1.83,44,80,0.4,1979,71
"292","Bethe Correia",135,64,"Orthodox",4.39,44,4.56,58,0.44,20,84,0,1983,65
"293","Louis Cosce",170,71,"Orthodox",8.22,48,9.3,48,1.07,11,0,0,1995,69
"294","Tracy Cortez",135,65,"Orthodox",3.67,53,1.98,62,3,42,85,0,1993,65
"295","Orion Cosce",170,71,"Switch",4.56,62,1.97,56,1.02,100,70,0,1994,71
"296","Randy Costa",135,73,"Switch",7.88,47,5.26,58,0,0,100,0,1994,69
"297","Paulo Costa",185,72,"Orthodox",7.03,57,6.7,50,0,0,80,0,1991,73
"298","Oscar Cota",230,72,"Orthodox",0.33,41,2.47,41,0,0,60,1,1984,72
"299","Patrick Cote",170,75,"Orthodox",2.81,48,3.21,48,0.68,20,43,0.2,1980,71
"300","Rashad Coulter",205,76,"Orthodox",4.82,56,6.68,50,0,0,62,0,1981,71
"301","Ryan Couture",155,73,"Orthodox",3.54,45,2.87,54,1.55,29,46,1.3,1982,70
"302","Colby Covington",170,72,"Orthodox",4.12,38,2.86,55,4.61,50,75,0.1,1988,71
"303","Nathan Coy",170,69,"Southpaw",3.88,52,2.4,61,3.17,47,50,0,1978,70
"304","Andrew Craig",170,76,"Orthodox",2.39,40,3.01,50,0.53,37,72,0,1986,73
"305","Paul Craig",205,76,"Orthodox",2.4,49,2.43,49,2.11,26,55,1.5,1987,75
"306","Tim Credeur",185,75,"Orthodox",3.59,30,3.13,57,0.41,100,50,3.3,1977,75
"307","Randy Couture",205,75,"Orthodox",2.85,57,1.53,59,2.78,46,58,0.5,1963,73
"308","Kevin Croom",155,73,"Orthodox",1.35,36,3.22,31,0.97,6,50,1,1987,71
"309","Ken Cross",155,72,"Southpaw",2.2,57,1.4,55,1,12,66,0,1994,72
"310","Jimmy Crute",205,74,"Orthodox",4.36,57,2.31,54,4.33,75,60,2.4,1996,74
"311","Dominick Cruz",135,68,"Orthodox",3.65,32,2.42,72,2.99,46,83,0.1,1985,68
"312","Aalon Cruz",145,78,"Switch",7.58,39,8.88,58,0,0,0,0,1989,72
"313","Luke Cummo",170,74,"Orthodox",1.74,43,1.5,59,0.89,55,42,1.4,1980,72
"314","Alton Cunningham",205,77,"Orthodox",3.33,75,4.94,20,1.67,10,100,0,1993,74
"315","Allen Crowder",245,76,"Orthodox",2.95,51,2.95,56,1.85,33,100,1.2,1989,75
"316","Josh Culibao",155,73,"Orthodox",2.52,38,4.3,48,0,0,100,0,1994,70
"317","Patrick Cummins",205,76,"Orthodox",4.26,50,3.35,55,4.49,41,28,0.1,1980,74
"318","Kailin Curran",115,65,"Orthodox",3.89,43,4.75,53,2,57,61,0.6,1991,64
"319","Jeff Curran",135,69,"Orthodox",1.54,31,2.48,60,0.35,12,35,1.2,1977,66
"320","Daron Cruickshank",155,72,"Switch",2.88,38,2.98,57,2.04,41,60,0.2,1985,68
"321","Ion Cutelaba",205,75,"Southpaw",5.1,39,3.37,48,2.41,71,80,0,1993,73
"322","Henrique da Silva",205,76,"Orthodox",3.89,60,5.28,40,0.25,14,22,0.2,1989,75
"323","Alex Da Silva",155,73,"Orthodox",2.07,46,2.65,55,2.75,43,77,0.4,1996,68
"324","Zak Cummings",185,75,"Southpaw",2.58,32,2.83,55,0.68,28,65,0.7,1984,72
"325","Nicolas Dalby",170,74,"Orthodox",3.2,37,3.57,55,1.45,33,63,0,1984,71
"326","Paul Daley",170,76,"Orthodox",3.14,47,2.37,60,0.91,40,64,0,1983,69
"327","Aisling Daly",115,64,"Orthodox",2.92,52,1.4,55,2.15,41,33,0.9,1987,62
"328","Rodrigo Damm",155,71,"Orthodox",3.5,36,5.61,57,0.44,16,80,0.3,1980,67
"329","Jarjis Danho",265,74,"Orthodox",3.39,48,5.77,47,0.57,20,100,0,1983,75
"330","Mac Danzig",155,70,"Orthodox",3.39,48,3.44,57,1.2,37,46,0.6,1980,68
"331","Karen Darabedyan",155,68,"Orthodox",3.43,51,2.62,67,2.14,75,0,0,1986,67
"332","Beneil Dariush",155,72,"Southpaw",4,49,2.72,59,2.03,32,81,1,1989,70
"333","Kyle Daukaus",185,76,"Southpaw",3.69,59,2.16,42,2.33,41,94,1.7,1993,75
"334","Chris Daukaus",250,76,"Orthodox",11.78,61,3.22,65,0,0,100,0,1989,75
"335","Marcus Davis",170,70,"Southpaw",2.72,39,2.79,65,1.6,48,47,1.4,1973,70
"336","LC Davis",135,69,"Southpaw",2.04,30,2.1,59,2.27,46,66,0.2,1980,68
"337","Phil Davis",205,79,"Orthodox",2.85,34,1.33,72,2.99,38,72,0.6,1984,74
"338","Mike Davis",145,72,"Orthodox",6.24,53,6.76,57,1.39,33,69,0,1992,72
"339","Alexis Davis",135,68,"Orthodox",4.18,47,4.18,55,0.94,40,34,0.8,1984,66
"340","Hakeem Dawodu",145,73,"Orthodox",5.15,47,2.31,63,0,0,85,0,1991,68
"341","Brandon Davis",135,72,"Orthodox",4.65,35,4.33,60,0.71,45,56,0.1,1990,70
"342","Grant Dawson",145,72,"Switch",3.4,48,2.1,51,3.44,34,40,1.6,1994,70
"343","Jason Day",185,72,"Orthodox",3.61,54,3.46,47,1.13,100,0,0,1981,72
"344","Martin Day",145,73,"Orthodox",3.97,45,3.79,53,0.72,60,65,0.5,1988,70
"345","Yorgan De Castro",250,74,"Orthodox",2.61,44,3.9,55,0,0,75,0,1986,72
"346","Geraldo de Freitas",135,72,"Orthodox",3.67,52,2.62,50,3,45,59,0,1991,67
"347","Philip De Fries",250,79,"Orthodox",2.3,47,3,37,3.29,42,100,0.6,1986,77
"348","Chris de la Rocha",250,80,"Orthodox",4.08,45,6.37,43,2.02,30,33,1,1979,75
"349","Montana De La Rosa",125,68,"Orthodox",2.85,36,3.39,45,2.14,28,57,1.2,1995,67
"350","Mark De La Rosa",135,65,"Orthodox",3.13,35,5,48,0.54,13,40,0.2,1994,66
"351","Mike de la Torre",145,71,"Orthodox",3.21,39,4.75,51,0.36,16,83,0,1986,71
"352","Isabela de Padua",125,64,"Orthodox",1,35,2.07,50,2,66,0,1,1991,63
"353","Germaine de Randamie",135,71,"Orthodox",2.72,46,2.14,65,0,0,69,0.4,1984,69
"354","Gloria de Paula",115,67,"Orthodox",3.33,54,1.2,70,0,0,71,1,1995,65
"355","Rolando Delgado",155,77,"Orthodox",1.56,40,1.83,62,1.17,22,0,3.5,1981,75
"356","Jon Delos Reyes",125,67,"Orthodox",2.99,38,4.14,51,3.2,83,55,1.9,1987,66
"357","Roland Delorme",135,71,"Orthodox",2.28,44,4.32,40,2.51,34,42,1.6,1983,69
"358","Vanessa Demopoulos",115,59,"Orthodox",1.6,41,3.13,50,0,0,0,2,1988,62
"359","Chris Dempsey",185,72,"Orthodox",2.25,32,2.82,65,2.64,23,16,0,1987,70
"360","Jason Dent",155,71,"Orthodox",2.01,39,3.7,62,0,0,26,1.4,1980,70
"361","Tony DeSouza",170,70,"Southpaw",1.12,52,1.57,41,2.25,42,40,1.5,1974,72
"362","Mackenzie Dern",115,63,"Orthodox",3.74,38,3.81,61,0.28,5,0,2.2,1993,64
"363","Alessio Di Chirico",185,74,"Orthodox",3.3,41,3.24,62,1.62,45,83,0,1989,72
"364","Micol Di Segni",115,60,"Orthodox",7.47,40,5.87,33,0,0,37,0,1987,63
"365","Cyrille Diabate",205,81,"Southpaw",4.06,71,1.78,60,1.17,83,53,0.2,1973,78
"366","Tyler Diamond",145,69,"Orthodox",3.4,47,2.53,44,3,75,70,0,1991,67
"367","Marc Diakiese",155,73,"Orthodox",3.08,39,2.79,54,2.16,36,62,0,1993,70
"368","Hacran Dias",155,69,"Orthodox",2.08,41,3.31,55,2.5,39,76,0.5,1984,68
"369","Nick Diaz",185,76,"Southpaw",5.43,42,3.56,61,1.32,33,60,1,1983,73
"370","Nate Diaz",170,76,"Southpaw",4.62,45,3.78,53,1.19,30,42,1.4,1985,72
"371","Seth Dikun",135,69,"Orthodox",1.45,26,2.18,55,0,0,45,0.9,1980,70
"372","TJ Dillashaw",125,67,"Orthodox",5.37,41,3.03,65,1.68,37,86,1,1986,66
"373","Matt Dixon",170,75,"Switch",1.97,43,4.56,37,3.06,30,0,0,1995,70
"374","Russell Doane",135,70,"Orthodox",1.75,40,1.68,53,2.11,45,52,0.8,1986,67
"375","Drew Dober",155,70,"Southpaw",4.33,40,3.87,54,0.8,17,55,0.1,1988,68
"376","Shana Dobson",125,69,"Orthodox",3.34,37,5.2,50,0.84,50,14,0,1989,66
"377","Joe Doerksen",185,75,"Orthodox",1.43,42,2.79,50,2.02,33,33,2.3,1977,72
"378","John Dodson",135,66,"Orthodox",3.2,40,3.58,61,0.71,28,82,0,1984,63
"379","CB Dollaway",185,76,"Orthodox",2.65,47,2.58,54,3.55,54,62,1.2,1983,74
"380","Cody Donovan",205,74,"Orthodox",5.61,59,5.44,45,1.67,28,0,1.7,1981,75
"381","Roman Dolidze",205,76,"Orthodox",2.98,51,1.75,61,1.75,50,33,2.2,1988,74
"382","Anderson Dos Santos",135,70,"Orthodox",2.66,28,4.8,55,1.3,18,66,0.9,1985,65
"383","Tiago dos Santos e Silva",145,70,"Orthodox",3.69,35,4.23,59,0.63,11,33,0.3,1987,69
"384","Junior Dos Santos",238,77,"Orthodox",4.49,47,3.33,56,0.3,50,81,0.1,1984,76
"385","Rafael Dos Anjos",155,70,"Southpaw",3.49,46,3.22,61,1.93,37,58,0.6,1984,68
"386","Kyle Driscoll",145,74,"Orthodox",2.73,32,2.6,58,2,18,0,0,1994,71
"387","Danny Downes",155,72,"Orthodox",1.66,34,3.53,37,0,0,37,0.5,1986,72
"388","Tomasz Drwal",205,76,"Orthodox",3.29,38,2.26,57,3.55,60,82,0.4,1982,73
"389","Dricus Du Plessis",185,76,"Switch",7.72,44,4.16,67,0,0,0,0,1994,73
"390","Norma Dumont",135,67,"Orthodox",5.35,55,2.65,72,2.43,42,100,0,1990,67
"391","Jessamyn Duke",135,73,"Orthodox",4.83,53,4.43,57,1.27,36,50,1.9,1986,71
"392","Joe Duffy",155,73,"Orthodox",2.68,34,3.78,54,0.96,66,64,0.7,1988,70
"393","Todd Duffee",260,78,"Orthodox",5.93,37,2.87,56,0.72,25,90,0,1985,75
"394","Cody Durden",125,67,"Southpaw",3.11,48,3.93,41,3.28,26,50,0.8,1991,67
"395","Reuben Duran",135,71,"Orthodox",3.19,49,2.61,50,0.98,23,25,0.7,1983,67
"396","Tom Duquesnoy",135,68,"Orthodox",3.83,45,5.3,62,0.42,25,46,0,1993,67
"397","Evan Dunham",155,70,"Southpaw",5.33,39,3.54,61,1.82,33,79,1,1981,70
"398","David Dvorak",125,68,"Orthodox",4.5,48,3.17,63,0,0,75,0,1992,65
"399","Matt Dwyer",170,76,"Orthodox",2.57,34,3.24,54,0.44,10,60,0,1989,76
"400","Merab Dvalishvili",135,68,"Orthodox",3.91,39,2.08,61,7.71,43,80,0.3,1991,66
"401","Rolando Dy",145,69,"Orthodox",3.04,37,4.47,52,0.3,20,68,0,1990,68
"402","Mike Easton",135,70,"Southpaw",3.51,37,4.28,61,0.75,22,66,0,1984,66
"403","Marvin Eastman",185,73,"Orthodox",2.21,35,3.92,42,1.38,33,81,0,1971,69
"404","Brian Ebersole",170,73,"Southpaw",2.32,49,2.14,56,1.7,23,61,0.1,1980,72
"405","Mark Eddiva",145,68,"Orthodox",3.37,45,2.98,54,1.45,22,63,0,1986,68
"406","Johnny Eduardo",135,71,"Orthodox",2.89,38,3.34,63,0,0,62,0.5,1978,67
"407","Frankie Edgar",135,68,"Orthodox",3.7,39,2.71,66,2.28,31,65,0.3,1981,66
"408","Stephanie Egger",135,68,"Orthodox",0.67,31,1.33,52,1,16,40,0,1988,66
"409","Joselyne Edwards",135,70,"Orthodox",4.2,53,3.83,46,0.5,16,37,0.5,1995,68
"410","Te Edwards",155,72,"Orthodox",1.5,41,4.15,44,0.72,100,44,0,1990,68
"411","Justin Edwards",155,70,"Orthodox",2.68,42,3.32,51,2.14,26,27,1,1983,70
"412","Leon Edwards",170,74,"Southpaw",2.56,47,2.03,55,1.35,30,70,0.4,1991,74
"413","Yves Edwards",155,73,"Southpaw",2.91,42,2.34,66,0.76,53,69,0.7,1976,69
"414","Per Eklund",155,72,"Orthodox",2.07,61,2.38,67,2.07,11,50,3.6,NA,70
"415","Jake Ellenberger",170,71,"Orthodox",2.47,39,2.83,60,2.04,47,86,0.4,1985,69
"416","Darren Elkins",145,71,"Orthodox",3.5,38,3.08,52,2.7,33,58,1.2,1984,70
"417","Joe Ellenberger",155,72,"Orthodox",1.62,47,3.45,48,3.17,40,0,1.1,1985,69
"418","Cameron Else",135,71,"Switch",1.92,36,5.58,58,0,0,0,0,1987,69
"419","Tim Elliott",125,66,"Southpaw",3.35,45,2.49,59,4.01,49,58,1.1,1986,67
"420","Rob Emerson",155,70,"Orthodox",2.5,30,2.83,64,2.02,52,65,0.4,1981,69
"421","Ramazan Emeev",170,76,"Southpaw",2.5,45,1.98,66,2.33,29,66,0.5,1987,70
"422","Josh Emmett",145,70,"Orthodox",4.32,39,4.02,63,1.43,47,50,0.1,1985,66
"423","Jamall Emmers",145,74,"Orthodox",5.75,52,4.65,54,2.9,53,100,0,1989,70
"424","Fedor Emelianenko",230,74,"Orthodox",3.18,51,1,63,2,63,82,1.9,1976,72
"425","Oliver Enkamp",170,77,"Switch",2.38,36,3.55,37,0.87,16,0,0,1991,72
"426","Andy Enz",185,78,"Orthodox",3.51,23,5.32,57,0,0,58,0,1991,75
"427","Julian Erosa",145,74,"Southpaw",5.07,47,5.72,50,1.32,54,58,0.9,1989,73
"428","Cole Escovedo",135,72,"Orthodox",1.77,43,4.32,49,0.43,33,13,0,1981,67
"429","Efrain Escudero",155,71,"Orthodox",2.92,44,2.3,63,1.31,40,66,0.8,1986,69
"430","Carla Esparza",115,63,"Orthodox",2.29,42,2.85,53,3.44,35,48,0.3,1987,61
"431","Juan Espino",250,80,"",4.32,80,0.54,42,14.19,77,0,6.1,1980,75
"432","Jodie Esquibel",115,64,"Orthodox",4.1,31,7.37,52,0.75,21,83,0,1986,61
"433","Jordan Espinosa",125,69,"Orthodox",4.22,52,2.94,57,0.75,28,70,0.2,1989,66
"434","Terry Etim",155,73,"Orthodox",2.16,35,2.53,67,0.43,30,39,1.4,1986,73
"435","Sijara Eubanks",135,67,"Orthodox",4.52,43,3.69,57,1.88,46,65,0.4,1985,64
"436","Billy Evangelista",155,68,"Orthodox",4.51,40,3.96,61,1.6,19,61,0.2,1980,68
"437","Rashad Evans",205,75,"Orthodox",2.14,37,2.42,63,2.98,44,73,0,1979,72
"438","Ashlee Evans-Smith",135,67,"Orthodox",4.54,34,4.69,55,1.1,23,66,0,1987,68
"439","Tonya Evinger",135,70,"Orthodox",1.16,42,4.02,38,0.93,30,33,0.9,1981,67
"440","Andre Ewell",135,75,"Southpaw",4.42,41,4.25,52,0.29,66,70,0.1,1988,68
"441","Movsar Evloev",145,72,"Orthodox",4.7,44,2.83,64,2.75,37,70,0,1994,67
"442","Edward Faaloloto",155,70,"",2.28,32,6.25,44,1.01,25,33,0,1984,NA
"443","Jessica Eye",125,66,"Orthodox",3.76,37,4.01,55,0.45,40,57,0.5,1986,66
"444","Wagnney Fabiano",145,69,"Southpaw",1.19,38,0.66,70,3.44,64,100,0.4,1975,66
"445","Melinda Fabian",125,66,"",4.03,41,4,62,0,0,100,0,1987,66
"446","Urijah Faber",135,67,"Orthodox",2.65,40,2.59,64,1.54,30,58,0.8,1979,66
"447","Bartosz Fabinski",170,75,"Orthodox",2.2,69,1.35,53,7.08,69,80,0,1986,72
"448","Zarah Fairn",145,72,"Orthodox",1.98,45,6.61,39,0,0,50,0,1986,68
"449","Rico Farrington",170,79,"Southpaw",6.33,41,7.2,51,0,0,20,0,1989,76
"450","Carlos Felipe",245,75,"Orthodox",4.42,45,4.6,47,0,0,70,0,1995,72
"451","Paul Felder",155,70,"Orthodox",3.7,44,3.44,48,0.29,28,64,0.2,1984,71
"452","Kevin Ferguson",235,77,"Orthodox",2.3,50,3.41,38,3.1,72,36,1.2,1974,74
"453","Tony Ferguson",155,76,"Orthodox",5.46,45,3.94,59,0.45,42,70,1.1,1984,71
"454","Cezar Ferreira",185,78,"Southpaw",1.9,42,2.44,53,2.69,53,84,0.5,1985,73
"455","Diego Ferreira",155,74,"Orthodox",4.85,37,3.26,58,0.89,26,68,0.9,1985,69
"456","Drew Fickett",155,70,"Orthodox",2.33,41,2.29,57,1.3,35,30,2.2,1979,70
"457","Deiveson Figueiredo",125,68,"Orthodox",3.38,56,3.35,50,1.57,50,61,2.4,1987,65
"458","Francisco Figueiredo",135,69,"Southpaw",1.93,54,2.07,76,4,66,100,0,1989,66
"459","Edwin Figueroa",135,69,"Orthodox",2.57,39,3.06,51,0.2,100,37,0.6,1984,67
"460","Andre Fili",145,74,"Orthodox",3.73,36,3.9,52,2.5,49,64,0.2,1990,71
"461","Mirko Filipovic",230,73,"Southpaw",2.11,50,1.89,63,0.19,40,78,0.3,1974,74
"462","Luigi Fioravanti",170,70,"Orthodox",2.23,42,2.21,69,3.76,63,67,0.9,1981,68
"463","Spencer Fisher",155,68,"Southpaw",3.17,43,3.03,64,0.67,30,60,0.8,1976,67
"464","Chris Fishgold",145,68,"Orthodox",2.01,32,2.7,46,2.59,46,44,1.3,1992,68
"465","Jimmy Flick",125,68,"Orthodox",1.99,58,2.3,50,1.81,50,0,7.2,1990,67
"466","Alejandro Flores",145,73,"Orthodox",3.66,40,2.02,54,0,0,0,0,1991,70
"467","Ty Flores",205,73,"Switch",2,37,7.8,25,1,9,0,0,1993,75
"468","Rafael Fiziev",155,71,"Switch",4.67,57,4.17,55,0.84,50,100,0,1993,68
"469","Luke Flores",155,73,"Southpaw",1.56,44,1.88,60,0,0,40,1.2,1988,72
"470","Jon Fitch",170,74,"Orthodox",2.61,50,1.65,54,3.6,51,56,0.8,1978,72
"471","Kenny Florian",145,74,"Southpaw",2.41,40,1.85,63,2.22,33,60,1.3,1976,70
"472","Caros Fodor",155,74,"Orthodox",2.76,54,2.83,54,2.1,25,50,0,1984,69
"473","Rob Font",135,71,"Orthodox",5.21,42,3.83,62,1.2,36,48,0.8,1987,68
"474","Jesse Forbes",185,75,"Southpaw",2.11,24,4.06,53,1.79,75,66,1.2,1984,74
"475","Marcel Fortuna",205,74,"Orthodox",3.83,46,4.52,64,0.45,8,75,0.5,1985,73
"476","Jussier Formiga",125,67,"Orthodox",1.42,39,2.34,64,1.82,35,87,0.6,1985,65
"477","Renee Forte",155,71,"Orthodox",2.08,32,2.12,63,2.32,58,66,0,1987,67
"478","Brian Foster",170,71,"Orthodox",3.3,39,1.63,65,3.67,60,37,1.8,1984,69
"479","John Franchi",145,67,"Orthodox",1.83,48,2.59,48,2.68,80,40,0.3,1982,66
"480","Hermes Franca",155,71,"Orthodox",1.78,39,2.85,55,1.53,36,37,2.4,1974,66
"481","Glaico Franca Moreira",155,77,"Orthodox",2.35,42,3.46,47,2.68,42,76,0.3,1991,72
"482","Rich Franklin",185,76,"Southpaw",4.1,44,2.07,62,1.31,66,63,0.7,1974,73
"483","Justin Frazier",265,75,"Southpaw",1.11,66,6.11,4,0,0,0,0,1989,72
"484","Stephanie Frausto",115,61,"Orthodox",1.43,21,3.57,60,0,0,0,0,1990,62
"485","Patricio Freire",145,65,"",2.84,41,4.43,60,0.6,18,94,0.6,1987,65
"486","Patricky Freire",155,71,"",3.06,44,3.34,69,1.26,33,100,0,1986,67
"487","Matt Frevola",155,71,"Orthodox",2.73,37,3.44,58,2.59,37,40,1.1,1990,69
"488","Jinh Yu Frey",115,65,"Southpaw",1.79,40,3.35,44,1.06,42,83,0.7,1985,63
"489","Sarah Frota",125,69,"Southpaw",4.52,52,2.57,55,0,0,53,0,1987,66
"490","Riki Fukuda",185,73,"Southpaw",4.24,43,3.71,64,2.17,43,70,0,1981,72
"491","Masio Fullen",145,70,"Orthodox",2.46,32,3.5,54,0.47,33,69,0,1986,70
"492","Ricardo Funch",170,74,"Southpaw",2.61,65,3.57,40,1.24,18,60,0,1980,70
"493","Justin Gaethje",155,70,"Orthodox",7.46,59,7.99,55,0,0,69,0,1988,71
"494","Claudia Gadelha",115,63,"Orthodox",3.31,41,4.57,57,3.03,42,58,0.7,1988,64
"495","Mitch Gagnon",135,65,"Southpaw",2.76,46,2.21,61,1.16,25,65,1.9,1984,65
"496","Mickey Gall",170,74,"Switch",2.55,46,3.65,42,1.15,26,40,2.1,1992,74
"497","Mateusz Gamrot",155,70,"Southpaw",3.47,41,2.47,56,5,31,100,0,1990,70
"498","Shamil Gamzatov",205,76,"Orthodox",4.27,46,2.13,58,0,0,50,0,1990,74
"499","Manvel Gamburyan",135,67,"Orthodox",2.13,41,2.83,55,3.26,34,69,0.7,1981,65
"500","Eduardo Garagorri",145,70,"Orthodox",3.42,51,2.36,58,0.48,100,61,0,1989,69
"501","Ciryl Gane",245,81,"Orthodox",5.04,55,1.85,69,1.13,26,100,0.5,1990,76
"502","Cody Garbrandt",135,65,"Orthodox",3.35,37,3.33,65,0.84,33,100,0,1991,68
"503","Leonard Garcia",145,68,"Orthodox",2.77,24,4.79,52,0.3,26,42,0.5,1979,70
"504","Edgar Garcia",170,71,"Orthodox",3.16,29,4.23,60,2.21,57,50,0.6,1984,70
"505","Alex Garcia",170,72,"Orthodox",1.81,31,3.03,59,3.72,52,66,0.1,1987,69
"506","Steve Garcia",155,75,"Southpaw",4.31,55,2.52,36,0.61,25,100,0.6,1992,72
"507","Elias Garcia",125,67,"Southpaw",1.59,27,5.05,50,0.68,14,33,1.4,1992,65
"508","Rafa Garcia",155,70,"Orthodox",3.47,23,6.6,54,0,0,100,0,1994,67
"509","Pablo Garza",145,73,"Orthodox",3.37,44,2.7,50,0.94,25,15,1.3,1983,73
"510","Willie Gates",125,72,"Orthodox",1.8,38,4.28,38,0,0,67,0.4,1987,68
"511","Kelvin Gastelum",185,71,"Southpaw",3.64,43,2.92,59,1.22,39,64,0.1,1991,69
"512","Louis Gaudinot",125,63,"Orthodox",2.34,37,6.42,48,0.57,40,31,1.1,1984,63
"513","Chad George",135,68,"Southpaw",1.26,50,1.11,65,3.08,46,0,1.3,1982,66
"514","Karine Gevorgyan",125,63,"",1.2,20,1.8,76,0,0,0,0,1989,64
"515","Christos Giagos",155,71,"Orthodox",2.88,41,2.59,51,3.11,39,50,0.3,1990,70
"516","Joe Giannetti",155,74,"Southpaw",1.93,38,2.8,40,1,16,0,0,1995,72
"517","Chase Gibson",155,72,"Orthodox",3.13,54,6.4,52,0,0,0,0,1990,70
"518","Cody Gibson",135,71,"Orthodox",2.47,31,2.54,63,1.85,38,58,0.4,1987,70
"519","Thomas Gifford",155,75,"Orthodox",3.97,37,6.45,37,0.5,33,33,0,1992,73
"520","Trevin Giles",185,74,"Orthodox",3.26,56,1.88,62,1.37,80,79,0.3,1992,72
"521","Gregor Gillespie",155,71,"Orthodox",3.58,49,2.14,60,7.02,47,0,0.9,1986,67
"522","Rick Glenn",145,70,"Southpaw",4.31,42,4.29,53,0.67,13,66,0.3,1989,72
"523","Mark Godbeer",240,77,"Orthodox",3.97,53,3.3,54,0,0,28,0,1983,76
"524","Hannah Goldy",125,61,"Orthodox",6.53,46,3.9,55,0,0,66,0,1992,64
"525","Marcelo Golm",249,75,"Orthodox",4.27,58,4.3,45,0.45,50,87,0.5,1992,75
"526","Frank Gomez",135,67,"Orthodox",1.52,48,0.79,66,1.14,60,70,0.8,1986,70
"527","Edson Gomez",170,69,"Switch",2.66,32,8.78,45,0,0,0,0,1991,68
"528","Joey Gomez",155,71,"Orthodox",3.73,49,3.33,50,2,28,0,0,1989,70
"529","Luis Gomez",145,68,"Orthodox",1.57,33,4.03,55,4.48,50,33,0,1995,67
"530","Akihiro Gono",170,68,"Switch",2.18,48,2.67,63,1.01,84,46,0.5,1974,67
"531","Takanori Gomi",155,70,"Southpaw",3.81,41,3.52,60,1.23,65,63,0.8,1978,67
"532","Gabriel Gonzaga",242,76,"Orthodox",2.12,45,2.94,57,2.8,39,66,1.1,1979,74
"533","Justin Gonzales",145,72,"Orthodox",6.67,80,0.87,43,14,73,100,0,1991,69
"534","Fernando Gonzalez",170,68,"Southpaw",4.47,47,4.03,65,0.86,33,43,1.4,1983,69
"535","Jason Gonzalez",155,74,"Southpaw",3.06,39,3.13,58,0,0,30,1,1990,74
"536","Mikey Gonzalez",155,74,"Orthodox",0.91,16,14.55,11,0,0,0,0,1985,71
"537","Jared Gooden",170,77,"Orthodox",6.67,47,11.2,49,1,100,100,0,1993,72
"538","Lyman Good",170,74,"Orthodox",5.34,48,4.01,63,0.27,100,75,0,1985,72
"539","Eddie Gordon",185,76,"Orthodox",2.03,32,2.57,60,1.93,83,63,0,1983,72
"540","Alex Gorgees",155,74,"Switch",0.67,32,2.27,38,0,0,54,0,1995,74
"541","Malcolm Gordon",125,71,"Switch",0.55,13,3.87,54,0,0,0,0,1990,67
"542","Jared Gordon",145,68,"Orthodox",5.54,56,3.22,60,2.81,39,55,0,1988,69
"543","Thibault Gouti",155,72,"Orthodox",3.68,34,5.64,50,1.23,80,83,0.3,1987,70
"544","Jonathan Goulet",170,73,"Orthodox",1.61,41,2.01,46,4.17,70,45,0.6,1979,72
"545","Wilson Gouveia",185,76,"Orthodox",3.02,39,4.06,56,0.9,66,57,2.2,1978,73
"546","Damian Grabowski",241,75,"Orthodox",4,36,7.65,51,0,0,0,0,1980,73
"547","Roger Gracie",185,79,"Orthodox",1.78,35,1.79,61,1.87,53,60,1.9,1981,76
"548","Kron Gracie",145,70,"Southpaw",5.15,41,8.13,53,0.88,25,0,0.9,1988,69
"549","Miranda Granger",125,68,"Orthodox",2.91,48,2.64,59,0,0,40,0,1992,67
"550","Davey Grant",135,69,"Orthodox",3.93,47,2.47,63,2.3,45,66,0.2,1985,68
"551","TJ Grant",155,72,"Orthodox",3.95,54,3.21,56,1.63,43,36,0.6,1984,70
"552","Tony Gravely",135,69,"Orthodox",3.69,55,3.16,42,5.6,51,50,0.8,1991,65
"553","Alexa Grasso",125,66,"Orthodox",4.96,43,3.61,64,0.28,40,60,0.6,1993,65
